date,close,open,high,low,volume,symbol
2017-09-20,386.0,390.0,393.0,385.0,5430,HPPL
2017-09-20,1669.0,1615.0,1669.0,1612.0,1454,SPIL
2017-09-20,930.0,922.0,945.0,920.0,3221,NIL
2017-09-20,965.0,975.0,985.0,962.0,1289,SJLIC
2017-09-20,185.0,182.0,185.0,175.0,10125,HIDCL
2017-09-20,220.0,210.0,220.0,210.0,4735,AHPC
2017-09-20,228.0,228.0,230.0,227.0,238,NGPL
2017-09-20,149.0,147.0,150.0,147.0,63,DHPL
2017-09-20,370.0,376.0,377.0,366.0,16906,PRVU
2017-09-20,780.0,770.0,780.0,759.0,2888,CHCL
2017-09-20,1207.0,1220.0,1220.0,1191.0,22886,EBL
2017-09-20,1668.0,1699.0,1715.0,1668.0,1800,SALICO
2017-09-20,2060.0,2079.0,2094.0,2060.0,2264,LICN
2017-09-20,3670.0,3662.0,3670.0,3651.0,837,CIT
2017-09-20,140.0,140.0,140.0,140.0,640,SFCL
2017-09-20,439.0,441.0,443.0,435.0,10450,ADBL
2017-09-20,296.0,298.0,298.0,291.0,14207,KBL
2017-09-20,570.0,590.0,596.0,564.0,3725,API
2017-09-20,157.0,155.0,158.0,154.0,1446,RIDI
2017-09-20,260.0,258.0,261.0,258.0,449,UMHL
2017-09-20,168.0,160.0,168.0,153.0,2268,SPDL
2017-09-20,237.0,237.0,237.0,237.0,120,PFL
2017-09-20,253.0,249.0,253.0,249.0,1300,PROFL
2017-09-20,1254.0,1274.0,1274.0,1254.0,5611,NABIL
2017-09-20,768.0,762.0,772.0,760.0,25070,NIMB
2017-09-20,1927.0,1889.0,1927.0,1867.0,570,SWMF
2017-09-20,482.0,485.0,487.0,475.0,5776,NMB
2017-09-20,333.0,330.0,336.0,326.0,1664,AKPL
2017-09-20,151.0,150.0,152.0,150.0,158,KKHC
2017-09-20,867.0,875.0,881.0,867.0,1984,FMDBL
2017-09-20,1990.0,1950.0,1999.0,1950.0,4302,SICL
2017-09-20,294.0,301.0,302.0,294.0,12147,CZBIL
2017-09-20,620.0,620.0,620.0,616.0,1155,BPCL
2017-09-20,175.0,175.0,177.0,175.0,184,SAPDBL
2017-09-20,212.0,208.0,212.0,206.0,7323,LBBL
2017-09-20,132.0,131.0,133.0,131.0,1100,NHPC
2017-09-20,383.0,383.0,390.0,375.0,11304,GBIME
2017-09-20,1275.0,1299.0,1299.0,1270.0,368,HLBSL
2017-09-20,203.0,194.0,203.0,194.0,1050,BARUN
2017-09-20,145.0,148.0,148.0,142.0,2481,MFIL
2017-09-20,261.0,261.0,265.0,261.0,919,JFL
2017-09-20,185.0,184.0,185.0,184.0,300,SINDU
2017-09-20,1240.0,1264.0,1264.0,1240.0,530,IGI
2017-09-20,1529.0,1535.0,1535.0,1520.0,2398,NLG
2017-09-20,2140.0,2125.0,2140.0,2120.0,6809,SCB
2017-09-20,256.0,253.0,257.0,252.0,4427,GBBL
2017-09-20,224.0,224.0,224.0,220.0,10210,MLBL
2017-09-20,1147.0,1130.0,1168.0,1109.0,9292,PRIN
2017-09-20,1280.0,1301.0,1325.0,1280.0,1123,RSDC
2017-09-20,353.0,362.0,362.0,350.0,36486,NBL
2017-09-20,544.0,540.0,544.0,535.0,304,SHPC
2017-09-20,1990.0,2010.0,2010.0,1975.0,7931,NLIC
2017-09-20,2701.0,2676.0,2748.0,2676.0,637,NMBMF
2017-09-20,3650.0,3805.0,3805.0,3605.0,1617,FOWAD
2017-09-20,395.0,402.0,403.0,395.0,105097,SANIMA
2017-09-20,333.0,336.0,336.0,327.0,5458,LSL
2017-09-20,429.0,425.0,429.0,423.0,12448,SBL
2017-09-20,1825.0,1845.0,1845.0,1810.0,408,NLICL
2017-09-20,456.0,456.0,456.0,456.0,10,SMATA
2017-09-20,216.0,220.0,220.0,216.0,40,RLFL
2017-09-20,430.0,430.0,432.0,423.0,25599,PCBL
2017-09-20,275.0,265.0,275.0,265.0,604,ICFC
2017-09-20,710.0,705.0,710.0,704.0,3235,NTC
2017-09-20,357.0,357.0,359.0,357.0,6680,SHL
