date,close,open,high,low,volume,symbol
2008-05-11,1341.0,1360.0,1380.0,1341.0,1560,CHCL
2008-05-11,2400.0,2420.0,2425.0,2400.0,518,EBL
2008-05-11,300.0,300.0,300.0,300.0,70,SALICO
2008-05-11,997.0,997.0,997.0,997.0,10,LICN
2008-05-11,702.0,717.0,717.0,702.0,1030,SFCL
2008-05-11,835.0,840.0,845.0,824.0,2038,KBL
2008-05-11,4146.0,4216.0,4230.0,4146.0,291,NABIL
2008-05-11,1681.0,1680.0,1710.0,1680.0,1270,NIMB
2008-05-11,865.0,865.0,865.0,865.0,40,NMB
2008-05-11,1122.0,1040.0,1122.0,1040.0,2050,BPCL
2008-05-11,269.0,274.0,280.0,264.0,8930,NHPC
2008-05-11,258.0,258.0,258.0,258.0,104,JFL
2008-05-11,5290.0,5220.0,5325.0,5220.0,2821,SCB
2008-05-11,633.0,621.0,633.0,621.0,1080,GFCL
2008-05-11,930.0,892.0,962.0,892.0,1770,SANIMA
2008-05-11,880.0,900.0,915.0,863.0,3340,LSL
2008-05-11,899.0,890.0,900.0,882.0,2499,SBL
2008-05-11,1220.0,1180.0,1258.0,1180.0,3350,ICFC
2008-05-11,280.0,280.0,280.0,280.0,354,SHL
2008-05-11,660.0,612.0,660.0,612.0,600,CFCL
2008-05-11,1685.0,1690.0,1690.0,1685.0,334,HBL
2008-05-11,1020.0,1010.0,1025.0,1010.0,2202,NICA
2008-05-11,1250.0,1275.0,1300.0,1250.0,1616,SBI
2008-05-11,639.0,602.0,639.0,602.0,120,EDBL
2008-05-11,161.0,175.0,175.0,161.0,770,OHL
2008-05-11,1330.0,1326.0,1330.0,1326.0,87,SWBBL
2008-05-11,290.0,280.0,290.0,280.0,110,GMFIL
2008-05-11,282.0,272.0,282.0,272.0,300,UAIL
2008-05-11,1130.0,1130.0,1140.0,1125.0,741,MBL
2008-05-11,3840.0,3810.0,3840.0,3810.0,260,UNL
2008-05-11,2100.0,2100.0,2100.0,2100.0,200,BBC
