transaction,symbol,buyer,seller,quantity,rate,amount,date
2026031105029029,VLUCL,48,58,10.0,575.1,5751.0,2026-03-11
2026031105029028,MMKJL,8,7,30.0,580.0,17400.0,2026-03-11
2026031101023090,HBL,25,49,1000.0,207.0,207000.0,2026-03-11
2026031104047883,AHPC,35,52,100.0,301.1,30110.0,2026-03-11
2026031101023089,SYPNL,39,1,15.0,1892.0,28380.0,2026-03-11
2026031105029027,DORDI,19,41,220.0,294.0,64680.0,2026-03-11
2026031105029026,DORDI,19,34,200.0,293.9,58780.0,2026-03-11
2026031105029025,DORDI,19,49,200.0,293.9,58780.0,2026-03-11
2026031105029024,DORDI,19,34,166.0,293.9,48787.4,2026-03-11
2026031105029023,DORDI,19,55,600.0,293.4,176040.0,2026-03-11
2026031104047882,AKJCL,100,22,1451.0,378.1,548623.1,2026-03-11
2026031105028852,HRL,35,72,26.0,888.0,23088.0,2026-03-11
2026031103011555,ICFC,58,57,10.0,674.5,6745.0,2026-03-11
2026031104047678,NHPC,56,67,50.0,263.8,13190.0,2026-03-11
2026031104047677,RIDI,58,41,40.0,352.0,14080.0,2026-03-11
2026031105028851,GCIL,21,49,12.0,436.1,5233.2,2026-03-11
2026031103011554,NFS,42,39,20.0,655.0,13100.0,2026-03-11
2026031103011553,NFS,42,39,20.0,655.0,13100.0,2026-03-11
2026031103011552,ALICL,67,50,70.0,474.1,33187.0,2026-03-11
2026031104047676,API,35,58,305.0,339.0,103395.0,2026-03-11
2026031104047675,API,48,58,100.0,339.1,33910.0,2026-03-11
2026031105028850,NIFRA,57,42,40.0,280.1,11204.0,2026-03-11
2026031103011551,JBBL,49,57,71.0,348.0,24708.0,2026-03-11
2026031105028849,HDL,42,78,160.0,1196.9,191504.0,2026-03-11
2026031104047674,HDHPC,41,28,500.0,224.2,112100.0,2026-03-11
2026031101022965,PURE,37,29,50.0,1009.0,50450.0,2026-03-11
2026031105028848,CLI,11,34,13.0,485.0,6305.0,2026-03-11
2026031105028847,BHL,17,42,400.0,221.2,88480.0,2026-03-11
2026031105028846,RNLI,45,42,39.0,489.0,19071.0,2026-03-11
2026031105028845,RNLI,21,42,219.0,489.0,107091.0,2026-03-11
2026031101022964,NWCL,56,56,500.0,894.2,447100.0,2026-03-11
2026031101022963,NWCL,49,56,100.0,894.3,89430.0,2026-03-11
2026031101022962,NWCL,50,56,250.0,895.0,223750.0,2026-03-11
2026031101022961,NWCL,38,56,40.0,895.1,35804.0,2026-03-11
2026031101022960,NWCL,49,56,100.0,896.0,89600.0,2026-03-11
2026031105028844,GCIL,66,52,100.0,436.0,43600.0,2026-03-11
2026031103011550,MFIL,55,21,20.0,830.6,16612.0,2026-03-11
2026031103011549,MFIL,52,21,376.0,830.6,312305.6,2026-03-11
2026031105028843,MCHL,58,26,84.0,430.0,36120.0,2026-03-11
2026031105028842,MCHL,13,26,100.0,430.0,43000.0,2026-03-11
2026031105028841,MCHL,17,26,16.0,430.0,6880.0,2026-03-11
2026031104047673,HPPL,39,6,126.0,516.3,65053.8,2026-03-11
2026031104048107,HURJA,45,16,20.0,287.7,5754.0,2026-03-11
2026031101023204,NABIL,22,41,61.0,527.0,32147.0,2026-03-11
2026031101023203,NABIL,58,41,10.0,527.0,5270.0,2026-03-11
2026031101023202,NABIL,26,41,29.0,527.0,15283.0,2026-03-11
2026031104047862,CHL,82,62,10.0,310.0,3100.0,2026-03-11
2026031104047861,CHL,58,62,474.0,310.0,146940.0,2026-03-11
2026031104047860,NGPL,51,33,200.0,459.9,91980.0,2026-03-11
2026031104047859,API,45,59,9.0,339.0,3051.0,2026-03-11
2026031101023074,GBIME,49,19,75.0,240.0,18000.0,2026-03-11
2026031101023073,GBIME,49,42,1531.0,240.0,367440.0,2026-03-11
2026031104047858,MEN,62,71,46.0,621.8,28602.8,2026-03-11
2026031105028999,HRL,6,55,50.0,888.0,44400.0,2026-03-11
2026031105028998,HRL,6,72,100.0,887.9,88790.0,2026-03-11
2026031104047857,NHPC,17,57,300.0,263.8,79140.0,2026-03-11
2026031104047856,UPCL,17,34,300.0,396.0,118800.0,2026-03-11
2026031104047855,UPCL,17,51,57.0,396.0,22572.0,2026-03-11
2026031105028997,BBC,77,32,10.0,4791.9,47919.0,2026-03-11
2026031105028996,GVL,75,26,69.0,510.2,35203.8,2026-03-11
2026031105028995,GVL,4,26,61.0,510.3,31128.3,2026-03-11
2026031105028994,SIKLES,58,4,30.0,652.0,19560.0,2026-03-11
2026031105028993,MEHL,33,58,300.0,462.0,138600.0,2026-03-11
2026031104047854,CGH,45,94,65.0,867.1,56361.5,2026-03-11
