transaction,symbol,buyer,seller,quantity,rate,amount,date
2025110305019124,RFPL,13,58,10.0,364.5,3645.0,2025-11-03
2025110304015512,UMHL,13,38,10.0,535.0,5350.0,2025-11-03
2025110301010100,SRLI,17,52,90.0,399.0,35910.0,2025-11-03
2025110301010099,SRLI,17,21,310.0,398.9,123659.0,2025-11-03
2025110304015511,SHPC,49,6,10.0,520.8,5208.0,2025-11-03
2025110303010156,ICFC,50,59,10.0,660.0,6600.0,2025-11-03
2025110304015510,SHEL,50,61,10.0,300.1,3001.0,2025-11-03
2025110304015509,NGPL,34,34,9795.0,387.2,3792624.0,2025-11-03
2025110304015508,NGPL,36,34,500.0,387.3,193650.0,2025-11-03
2025110304015507,NGPL,57,34,500.0,387.4,193700.0,2025-11-03
2025110304015506,NGPL,34,34,2820.0,387.9,1093878.0,2025-11-03
2025110304015505,NGPL,100,34,500.0,388.0,194000.0,2025-11-03
2025110304015504,NGPL,85,34,100.0,388.0,38800.0,2025-11-03
2025110304015503,NGPL,55,34,688.0,388.0,266944.0,2025-11-03
2025110304015502,NGPL,58,34,100.0,388.0,38800.0,2025-11-03
2025110304015501,NGPL,33,34,310.0,388.0,120280.0,2025-11-03
2025110304015500,NGPL,19,34,500.0,388.2,194100.0,2025-11-03
2025110304015499,NGPL,43,34,200.0,388.3,77660.0,2025-11-03
2025110304015498,NGPL,62,34,250.0,390.0,97500.0,2025-11-03
2025110304015497,NGPL,33,34,100.0,391.0,39100.0,2025-11-03
2025110301010098,NMIC,58,42,120.0,1364.0,163680.0,2025-11-03
2025110304015496,SPDL,34,17,10.0,437.0,4370.0,2025-11-03
2025110304015495,RADHI,34,17,10.0,775.0,7750.0,2025-11-03
2025110301010097,NMIC,58,56,10.0,1365.0,13650.0,2025-11-03
2025110305019123,SHIVM,56,58,110.0,613.1,67441.0,2025-11-03
2025110305019122,MKHL,33,41,160.0,785.0,125600.0,2025-11-03
2025110305019121,MKHL,33,69,100.0,781.0,78100.0,2025-11-03
2025110305019120,MKHL,33,62,10.0,779.3,7793.0,2025-11-03
2025110305019119,MKHL,33,22,20.0,779.0,15580.0,2025-11-03
2025110305019118,MKHL,33,98,100.0,777.0,77700.0,2025-11-03
2025110305019117,MKHL,33,58,10.0,775.0,7750.0,2025-11-03
2025110305019116,MKHL,33,34,100.0,774.9,77490.0,2025-11-03
2025110305019115,MKHL,33,62,10.0,774.8,7748.0,2025-11-03
2025110305019114,MKHL,33,32,990.0,774.0,766260.0,2025-11-03
2025110303010155,SLBBL,58,101,13.0,875.0,11375.0,2025-11-03
2025110303010154,SLBBL,45,101,50.0,875.0,43750.0,2025-11-03
2025110303010153,SLBBL,14,101,100.0,875.1,87510.0,2025-11-03
2025110303010152,SLBBL,36,101,37.0,875.5,32393.5,2025-11-03
2025110303010151,SLBBL,33,101,100.0,875.6,87560.0,2025-11-03
2025110301010096,HIDCLP,22,91,1000.0,188.0,188000.0,2025-11-03
2025110305019113,PHCL,32,91,110.0,376.5,41415.0,2025-11-03
2025110305019112,PHCL,57,91,390.0,377.0,147030.0,2025-11-03
2025110305019111,MMKJL,48,91,38.0,606.0,23028.0,2025-11-03
2025110305019110,MMKJL,48,91,552.0,606.1,334567.2,2025-11-03
2025110305019109,MMKJL,49,91,10.0,606.2,6062.0,2025-11-03
2025110304015494,PPCL,91,72,10.0,331.9,3319.0,2025-11-03
2025110303010150,SAPDBL,32,34,10.0,820.0,8200.0,2025-11-03
2025110303010149,ALICL,32,17,90.0,501.0,45090.0,2025-11-03
2025110303010148,ALICL,32,58,100.0,501.0,50100.0,2025-11-03
2025110303010147,ALICL,32,25,50.0,500.9,25045.0,2025-11-03
2025110303010146,ALICL,32,39,200.0,500.9,100180.0,2025-11-03
2025110303010145,ALICL,32,50,100.0,500.3,50030.0,2025-11-03
2025110303010144,ALICL,32,39,90.0,500.0,45000.0,2025-11-03
2025110303010143,ALICL,32,28,10.0,500.0,5000.0,2025-11-03
2025110303010142,ALICL,32,35,100.0,500.0,50000.0,2025-11-03
2025110303010141,ALICL,32,89,50.0,500.0,25000.0,2025-11-03
2025110303010140,ALICL,32,32,50.0,500.0,25000.0,2025-11-03
2025110303010139,ALICL,32,29,200.0,500.0,100000.0,2025-11-03
2025110303010138,ALICL,32,58,215.0,500.0,107500.0,2025-11-03
2025110303010137,ALICL,32,49,300.0,499.9,149970.0,2025-11-03
2025110303010136,ALICL,32,56,100.0,499.8,49980.0,2025-11-03
2025110303010135,ALICL,32,41,50.0,499.5,24975.0,2025-11-03
2025110303010134,ALICL,32,37,100.0,499.0,49900.0,2025-11-03
2025110303010133,ALICL,32,48,10.0,499.0,4990.0,2025-11-03
2025110303010132,ALICL,32,88,50.0,499.0,24950.0,2025-11-03
2025110303010131,ALICL,32,36,25.0,499.0,12475.0,2025-11-03
2025110303010130,ALICL,32,43,20.0,498.9,9978.0,2025-11-03
2025110303010129,ALICL,32,34,100.0,497.0,49700.0,2025-11-03
2025110305019108,BHDC,41,91,78.0,524.9,40942.2,2025-11-03
2025110305019107,BHDC,41,99,150.0,524.0,78600.0,2025-11-03
2025110305019106,BHDC,41,49,451.0,524.0,236324.0,2025-11-03
2025110305019105,BHDC,41,66,10.0,522.0,5220.0,2025-11-03
2025110305019104,BHDC,41,74,111.0,522.0,57942.0,2025-11-03
2025110305019103,BHDC,41,39,1000.0,521.0,521000.0,2025-11-03
2025110305019102,BHDC,41,47,200.0,520.9,104180.0,2025-11-03
2025110305019101,PHCL,60,45,10.0,379.9,3799.0,2025-11-03
2025110303010128,LBBL,60,42,20.0,493.0,9860.0,2025-11-03
2025110304015493,SHEL,39,32,100.0,300.0,30000.0,2025-11-03
2025110304015492,SHEL,39,74,27.0,300.0,8100.0,2025-11-03
2025110304015491,AHPC,53,18,20.0,289.8,5796.0,2025-11-03
2025110305019100,SMHL,65,63,10.0,842.0,8420.0,2025-11-03
2025110304015490,CHCL,56,65,10.0,496.0,4960.0,2025-11-03
2025110305019099,RHGCL,45,58,200.0,257.5,51500.0,2025-11-03
2025110305019098,HIDCL,5,53,20.0,273.8,5476.0,2025-11-03
2025110303010127,NFS,58,54,20.0,652.0,13040.0,2025-11-03
2025110305019097,HIDCL,72,1,180.0,273.0,49140.0,2025-11-03
2025110304015489,SHEL,18,74,10.0,300.0,3000.0,2025-11-03
