transaction,symbol,buyer,seller,quantity,rate,amount,date
2024042501019028,BHL,45,81,10.0,329.4,3294.0,2024-04-25
2024042501019027,RNLI,62,45,14.0,423.0,5922.0,2024-04-25
2024042501019026,RNLI,22,45,10.0,423.0,4230.0,2024-04-25
2024042501019025,RNLI,46,45,27.0,423.0,11421.0,2024-04-25
2024042503013204,GUFL,62,38,250.0,770.0,192500.0,2024-04-25
2024042501019024,SHIVM,42,62,15.0,499.5,7492.5,2024-04-25
2024042501019023,SHIVM,59,62,100.0,499.5,49950.0,2024-04-25
2024042501019022,SHIVM,32,62,277.0,499.5,138361.5,2024-04-25
2024042501019021,PPL,48,58,10.0,672.8,6728.0,2024-04-25
2024042501019020,MEL,48,6,10.0,228.7,2287.0,2024-04-25
2024042501019019,KBL,48,57,10.0,134.0,1340.0,2024-04-25
2024042501019018,KBL,48,25,300.0,134.0,40200.0,2024-04-25
2024042501019017,KBL,48,28,500.0,134.0,67000.0,2024-04-25
2024042501019016,KBL,48,58,85.0,134.0,11390.0,2024-04-25
2024042501019015,KBL,48,36,10.0,133.9,1339.0,2024-04-25
2024042501019014,KBL,48,25,71.0,133.9,9506.9,2024-04-25
2024042501019013,KBL,48,19,24.0,133.0,3192.0,2024-04-25
2024042501019012,CYCL,48,34,10.0,1545.0,15450.0,2024-04-25
2024042503013203,GFCL,34,21,10.0,457.0,4570.0,2024-04-25
2024042501019011,MCHL,64,28,20.0,379.0,7580.0,2024-04-25
2024042501019010,PPL,25,5,20.0,672.0,13440.0,2024-04-25
2024042501019009,EBL,39,43,10.0,505.0,5050.0,2024-04-25
2024042501019008,IHL,35,6,10.0,371.0,3710.0,2024-04-25
2024042501019007,PPL,17,6,20.0,601.2,12024.0,2024-04-25
2024042501019006,PPL,64,6,80.0,602.0,48160.0,2024-04-25
2024042501019005,PPL,64,6,50.0,602.0,30100.0,2024-04-25
2024042503013202,PFL,71,28,30.0,610.0,18300.0,2024-04-25
2024042503013201,PFL,71,28,10.0,610.0,6100.0,2024-04-25
2024042503013200,NFS,71,32,10.0,463.0,4630.0,2024-04-25
2024042503013199,PFL,71,28,200.0,610.0,122000.0,2024-04-25
2024042501019004,GCIL,35,35,40.0,488.0,19520.0,2024-04-25
2024042501019003,GCIL,35,19,60.0,488.0,29280.0,2024-04-25
2024042501019002,IHL,56,91,10.0,375.8,3758.0,2024-04-25
2024042503013198,SFCL,35,45,10.0,329.0,3290.0,2024-04-25
2024042503013197,NICLBSL,49,35,84.0,635.0,53340.0,2024-04-25
2024042503013196,NICLBSL,13,35,216.0,635.0,137160.0,2024-04-25
2024042503013195,SADBL,50,45,10.0,289.3,2893.0,2024-04-25
2024042503013194,GUFL,26,38,50.0,770.0,38500.0,2024-04-25
2024042501019001,PPL,26,5,10.0,672.0,6720.0,2024-04-25
2024042504006665,GHL,36,38,1400.0,148.1,207340.0,2024-04-25
2024042504006664,GHL,48,38,100.0,148.1,14810.0,2024-04-25
2024042503013193,SAPDBL,17,19,500.0,292.3,146150.0,2024-04-25
2024042503013192,SAPDBL,32,19,500.0,292.5,146250.0,2024-04-25
2024042503013191,SAPDBL,48,19,450.0,292.5,131625.0,2024-04-25
2024042503013190,SAPDBL,28,19,245.0,292.6,71687.0,2024-04-25
2024042503013189,JFL,88,14,20.0,455.0,9100.0,2024-04-25
2024042501019000,SMJC,42,71,10.0,369.0,3690.0,2024-04-25
2024042504006663,AHPC,58,42,34.0,162.0,5508.0,2024-04-25
2024042504006662,AHPC,26,42,89.0,162.0,14418.0,2024-04-25
2024042504006661,AHPC,38,42,100.0,162.1,16210.0,2024-04-25
2024042504006660,AHPC,47,42,263.0,162.1,42632.3,2024-04-25
2024042501018999,ILI,42,22,40.0,569.9,22796.0,2024-04-25
2024042501018998,ILI,42,35,10.0,569.9,5699.0,2024-04-25
2024042504006659,MHNL,42,40,60.0,228.0,13680.0,2024-04-25
2024042504006658,MHNL,42,41,30.0,227.0,6810.0,2024-04-25
2024042504006657,MHNL,42,45,40.0,226.1,9044.0,2024-04-25
2024042504006656,MHNL,42,34,50.0,224.4,11220.0,2024-04-25
2024042504006655,MHNL,42,68,20.0,224.0,4480.0,2024-04-25
2024042501018997,PPL,58,5,20.0,672.0,13440.0,2024-04-25
2024042501018996,MHCL,53,42,140.0,376.9,52766.0,2024-04-25
2024042501018995,MHCL,53,52,60.0,375.0,22500.0,2024-04-25
2024042501018994,PPL,58,45,17.0,670.0,11390.0,2024-04-25
2024042504006654,JOSHI,45,58,48.0,337.0,16176.0,2024-04-25
2024042501018993,MEHL,45,58,174.0,305.0,53070.0,2024-04-25
2024042501018992,MEHL,40,58,200.0,305.0,61000.0,2024-04-25
2024042501018991,MEHL,13,58,200.0,305.1,61020.0,2024-04-25
2024042501018990,MEHL,94,58,200.0,305.2,61040.0,2024-04-25
2024042501018989,MEHL,91,58,276.0,306.0,84456.0,2024-04-25
2024042501018988,MEHL,55,58,200.0,306.1,61220.0,2024-04-25
2024042501018987,MEHL,49,58,50.0,307.0,15350.0,2024-04-25
2024042501018986,EHPL,41,17,80.0,479.7,38376.0,2024-04-25
2024042501018985,EHPL,41,38,10.0,479.0,4790.0,2024-04-25
2024042501018984,EHPL,41,58,10.0,478.0,4780.0,2024-04-25
2024042504006653,NHDL,14,66,60.0,412.0,24720.0,2024-04-25
2024042503013188,SAPDBL,57,74,10.0,294.0,2940.0,2024-04-25
2024042501018983,BNHC,57,47,10.0,451.0,4510.0,2024-04-25
2024042501018982,LSL,33,49,69.0,148.0,10212.0,2024-04-25
2024042503013187,GLBSL,13,7,40.0,1968.8,78752.0,2024-04-25
2024042504006652,OHL,45,58,10.0,706.0,7060.0,2024-04-25
2024042501018981,SMHL,14,4,20.0,430.0,8600.0,2024-04-25
2024042504006651,UPPER,14,37,50.0,165.6,8280.0,2024-04-25
2024042504006650,UPPER,14,10,100.0,165.5,16550.0,2024-04-25
2024042503013186,NABBC,62,62,291.0,432.1,125741.1,2024-04-25
2024042503013185,NABBC,51,62,100.0,432.2,43220.0,2024-04-25
2024042503013184,NABBC,62,62,100.0,434.0,43400.0,2024-04-25
2024042503013183,NABBC,14,62,50.0,436.2,21810.0,2024-04-25
2024042503013182,NABBC,33,62,50.0,436.2,21810.0,2024-04-25
2024042503013181,NABBC,35,62,200.0,436.7,87340.0,2024-04-25
2024042503013180,NABBC,62,62,50.0,437.0,21850.0,2024-04-25
2024042503013179,NABBC,55,62,100.0,438.0,43800.0,2024-04-25
2024042503013178,NABBC,83,62,250.0,440.1,110025.0,2024-04-25
2024042503013177,NABBC,45,62,200.0,441.0,88200.0,2024-04-25
2024042503013176,NABBC,49,62,100.0,441.1,44110.0,2024-04-25
2024042503013175,NABBC,22,62,50.0,441.1,22055.0,2024-04-25
2024042501018980,SPHL,8,42,10.0,463.0,4630.0,2024-04-25
2024042501018979,SPHL,8,58,10.0,461.0,4610.0,2024-04-25
2024042501018978,TVCL,34,4,10.0,470.0,4700.0,2024-04-25
2024042503013174,PFL,39,28,30.0,610.0,18300.0,2024-04-25
2024042501018977,PPL,69,65,12.0,672.8,8073.6,2024-04-25
2024042501018976,BNT,6,44,10.0,12500.0,125000.0,2024-04-25
2024042503013173,SFCL,13,45,10.0,329.0,3290.0,2024-04-25
2024042505003119,ENL,32,60,36.0,785.0,28260.0,2024-04-25
2024042505003118,ENL,7,60,50.0,786.0,39300.0,2024-04-25
2024042503013172,GMFIL,60,29,20.0,370.0,7400.0,2024-04-25
2024042503013171,GMFIL,60,34,60.0,370.0,22200.0,2024-04-25
2024042501018975,MHCL,71,52,10.0,375.0,3750.0,2024-04-25
2024042501018974,PCBL,56,34,10.0,195.3,1953.0,2024-04-25
2024042501018973,SBL,50,66,500.0,216.8,108400.0,2024-04-25
2024042501018972,SBL,50,28,11.0,216.7,2383.7,2024-04-25
2024042503013170,SABSL,55,35,26.0,725.0,18850.0,2024-04-25
2024042501018971,PPL,50,65,20.0,672.8,13456.0,2024-04-25
2024042501018970,RFPL,50,22,10.0,367.0,3670.0,2024-04-25
2024042504006649,LEC,94,35,30.0,181.0,5430.0,2024-04-25
2024042504006648,LEC,94,38,20.0,180.9,3618.0,2024-04-25
2024042503013169,GMFBS,16,49,10.0,1103.9,11039.0,2024-04-25
2024042503013168,NLIC,38,16,64.0,586.0,37504.0,2024-04-25
2024042501018969,RHGCL,26,45,10.0,338.6,3386.0,2024-04-25
2024042503013167,USLB,75,38,10.0,1920.0,19200.0,2024-04-25
2024042501018968,NRM,38,1,10.0,353.0,3530.0,2024-04-25
2024042503013166,GFCL,8,21,80.0,459.0,36720.0,2024-04-25
2024042505003117,SMATA,88,29,10.0,711.0,7110.0,2024-04-25
2024042501018967,PPL,88,65,15.0,672.8,10092.0,2024-04-25
2024042501018966,ILI,42,16,100.0,570.0,57000.0,2024-04-25
2024042504006647,SJCL,52,41,10.0,272.4,2724.0,2024-04-25
2024042504006646,SJCL,52,35,50.0,271.0,13550.0,2024-04-25
2024042501018965,BEDC,4,38,10.0,366.0,3660.0,2024-04-25
2024042501018964,BEDC,4,35,10.0,365.0,3650.0,2024-04-25
2024042503013165,SWBBL,44,25,10.0,725.0,7250.0,2024-04-25
2024042501018963,NRM,53,1,240.0,353.0,84720.0,2024-04-25
2024042501018962,NRM,53,42,10.0,353.0,3530.0,2024-04-25
2024042501018961,NRM,53,58,10.0,353.0,3530.0,2024-04-25
2024042501018960,NRM,53,49,140.0,353.0,49420.0,2024-04-25
2024042503013164,NABBC,20,58,10.0,451.2,4512.0,2024-04-25
2024042501018959,ULHC,58,45,78.0,333.0,25974.0,2024-04-25
2024042501018958,ULHC,58,17,50.0,332.0,16600.0,2024-04-25
2024042501018957,ULHC,58,44,10.0,332.0,3320.0,2024-04-25
2024042501018956,ULHC,58,53,250.0,331.5,82875.0,2024-04-25
2024042501018955,ULHC,58,41,112.0,330.0,36960.0,2024-04-25
2024042503013163,BFC,41,1,147.0,369.0,54243.0,2024-04-25
2024042503013162,BFC,41,38,50.0,369.0,18450.0,2024-04-25
2024042501018954,MEHL,8,66,100.0,306.3,30630.0,2024-04-25
2024042501018953,MEHL,45,66,200.0,306.4,61280.0,2024-04-25
2024042501018952,MEHL,43,62,21.0,310.0,6510.0,2024-04-25
2024042501018951,NRM,1,49,10.0,353.0,3530.0,2024-04-25
2024042504006645,OHL,57,58,10.0,706.0,7060.0,2024-04-25
2024042501018950,RAWA,36,45,10.0,478.0,4780.0,2024-04-25
2024042503013161,SADBL,41,45,23.0,289.3,6653.9,2024-04-25
2024042503013160,SADBL,33,45,20.0,290.0,5800.0,2024-04-25
2024042503013159,SADBL,26,45,173.0,291.0,50343.0,2024-04-25
2024042503013158,GRDBL,14,45,21.0,399.9,8397.9,2024-04-25
2024042503013157,ALBSL,62,56,10.0,724.0,7240.0,2024-04-25
2024042503013156,ALBSL,62,57,10.0,723.0,7230.0,2024-04-25
2024042503013155,ALBSL,62,7,10.0,721.0,7210.0,2024-04-25
2024042501018949,PPL,62,65,1950.0,672.8,1311960.0,2024-04-25
2024042501018948,PPL,62,58,20.0,672.8,13456.0,2024-04-25
2024042501018947,PPL,62,58,20.0,672.8,13456.0,2024-04-25
2024042501018946,PPL,62,69,1000.0,672.0,672000.0,2024-04-25
2024042501018945,PPL,62,69,1000.0,619.1,619100.0,2024-04-25
2024042501018944,PPL,62,57,170.0,619.0,105230.0,2024-04-25
2024042501018943,PPL,62,91,500.0,618.0,309000.0,2024-04-25
2024042501018942,PPL,62,72,250.0,615.9,153975.0,2024-04-25
2024042501018941,PPL,62,22,10.0,615.0,6150.0,2024-04-25
2024042501018940,PPL,62,49,35.0,615.0,21525.0,2024-04-25
2024042501018939,PPL,62,47,400.0,615.0,246000.0,2024-04-25
2024042501018938,PPL,62,72,10.0,615.0,6150.0,2024-04-25
2024042501018937,PPL,62,35,10.0,615.0,6150.0,2024-04-25
2024042501018936,PPL,62,36,250.0,615.0,153750.0,2024-04-25
2024042501018935,PPL,62,6,20.0,615.0,12300.0,2024-04-25
2024042501018934,PPL,62,13,500.0,615.0,307500.0,2024-04-25
