transaction,symbol,buyer,seller,quantity,rate,amount,date
2024122601026038,BEDC,74,51,200.0,707.0,141400.0,2024-12-26
2024122601026037,BEDC,74,82,300.0,705.0,211500.0,2024-12-26
2024122601026036,BEDC,74,19,50.0,705.0,35250.0,2024-12-26
2024122601026035,BEDC,74,5,20.0,704.9,14098.0,2024-12-26
2024122601026034,BEDC,74,38,20.0,703.0,14060.0,2024-12-26
2024122601026033,BEDC,74,58,100.0,702.0,70200.0,2024-12-26
2024122601026032,BEDC,74,49,10.0,701.0,7010.0,2024-12-26
2024122601026031,BEDC,74,1,300.0,700.0,210000.0,2024-12-26
2024122601026030,TVCL,52,86,20.0,555.2,11104.0,2024-12-26
2024122603015450,EDBL,32,43,10.0,605.0,6050.0,2024-12-26
2024122604010526,SPDL,94,29,500.0,330.0,165000.0,2024-12-26
2024122601026029,HIDCLP,94,45,1092.0,174.0,190008.0,2024-12-26
2024122601026028,HIDCLP,94,57,454.0,174.0,78996.0,2024-12-26
2024122601026027,HIDCLP,94,8,500.0,174.0,87000.0,2024-12-26
2024122601026026,HIDCLP,94,65,1036.0,174.0,180264.0,2024-12-26
2024122601026025,HIDCLP,94,69,10.0,174.0,1740.0,2024-12-26
2024122601026024,HIDCLP,94,3,500.0,174.0,87000.0,2024-12-26
2024122601026023,HIDCLP,94,16,1000.0,174.0,174000.0,2024-12-26
2024122601026022,HIDCLP,94,46,40.0,174.0,6960.0,2024-12-26
2024122601026021,HIDCLP,94,60,500.0,173.9,86950.0,2024-12-26
2024122601026020,HIDCLP,94,6,1000.0,173.9,173900.0,2024-12-26
2024122601026019,HIDCLP,94,10,500.0,173.9,86950.0,2024-12-26
2024122601026018,HIDCLP,94,7,10.0,173.8,1738.0,2024-12-26
2024122601026017,HIDCLP,94,58,10.0,173.6,1736.0,2024-12-26
2024122601026016,HIDCLP,94,26,100.0,173.5,17350.0,2024-12-26
2024122601026015,HIDCLP,94,26,50.0,173.5,8675.0,2024-12-26
2024122601026014,HIDCLP,94,42,36.0,173.5,6246.0,2024-12-26
2024122601026013,HIDCLP,94,42,1900.0,173.5,329650.0,2024-12-26
2024122601026012,HIDCLP,94,53,574.0,173.5,99589.0,2024-12-26
2024122601026011,HIDCLP,94,13,688.0,173.5,119368.0,2024-12-26
2024122601026010,DOLTI,21,42,10.0,678.0,6780.0,2024-12-26
2024122605009825,NRM,43,26,11.0,440.0,4840.0,2024-12-26
2024122601026009,BEDC,43,7,10.0,700.0,7000.0,2024-12-26
2024122601026008,BEDC,43,41,50.0,700.0,35000.0,2024-12-26
2024122601026007,BEDC,43,21,10.0,700.0,7000.0,2024-12-26
2024122601026006,BEDC,43,7,10.0,700.0,7000.0,2024-12-26
2024122601026005,BEDC,43,6,30.0,700.0,21000.0,2024-12-26
2024122601026004,LSL,48,43,28556.0,237.0,6767772.0,2024-12-26
2024122601026003,LSL,22,43,100.0,237.0,23700.0,2024-12-26
2024122601026002,LSL,47,43,54.0,237.0,12798.0,2024-12-26
2024122601026001,LSL,57,43,1000.0,237.0,237000.0,2024-12-26
2024122601026000,LSL,7,43,10.0,237.0,2370.0,2024-12-26
