transaction,symbol,buyer,seller,quantity,rate,amount,date
2025043005013266,NIFRA,13,42,232.0,291.0,67512.0,2025-04-30
2025043005013265,NIFRA,13,22,64.0,291.0,18624.0,2025-04-30
2025043005013264,NIFRA,13,38,24.0,291.0,6984.0,2025-04-30
2025043005013263,NIFRA,13,34,70.0,290.9,20363.0,2025-04-30
2025043005013262,NIFRA,13,52,110.0,290.0,31900.0,2025-04-30
2025043004038057,NHPC,54,22,18.0,226.0,4068.0,2025-04-30
2025043004038056,NHPC,29,22,100.0,226.0,22600.0,2025-04-30
2025043004038055,NHPC,35,22,232.0,226.0,52432.0,2025-04-30
2025043001018696,HHL,47,22,10.0,421.9,4219.0,2025-04-30
2025043005013261,SMATA,43,50,15.0,768.3,11524.5,2025-04-30
2025043003009758,SAPDBL,91,11,400.0,971.0,388400.0,2025-04-30
2025043004038054,RADHI,50,91,100.0,665.1,66510.0,2025-04-30
2025043004038053,RADHI,55,91,200.0,665.3,133060.0,2025-04-30
2025043004038052,RADHI,38,91,200.0,665.4,133080.0,2025-04-30
2025043004038051,SSHL,39,41,380.0,238.9,90782.0,2025-04-30
2025043004038050,SSHL,39,34,50.0,238.9,11945.0,2025-04-30
2025043004038049,SSHL,39,34,100.0,238.8,23880.0,2025-04-30
2025043004038048,SSHL,39,49,700.0,238.7,167090.0,2025-04-30
2025043004038047,SSHL,39,17,195.0,238.7,46546.5,2025-04-30
2025043004038046,SSHL,39,75,780.0,238.7,186186.0,2025-04-30
2025043004038045,SSHL,39,52,2000.0,238.6,477200.0,2025-04-30
2025043004038044,SSHL,39,13,20.0,238.5,4770.0,2025-04-30
2025043004038043,SSHL,39,49,160.0,238.5,38160.0,2025-04-30
2025043004038042,SSHL,39,22,615.0,238.0,146370.0,2025-04-30
2025043004038041,HURJA,35,34,50.0,261.7,13085.0,2025-04-30
2025043004038040,HURJA,35,43,50.0,261.7,13085.0,2025-04-30
2025043004038039,UMHL,14,35,496.0,502.9,249438.4,2025-04-30
2025043001018695,PRVU,57,8,383.0,199.0,76217.0,2025-04-30
2025043001018694,PRVU,57,28,17.0,199.0,3383.0,2025-04-30
2025043001018693,PRVU,57,5,100.0,199.0,19900.0,2025-04-30
2025043004038038,UPCL,96,16,98.0,369.9,36250.2,2025-04-30
2025043004038037,UPCL,96,34,1000.0,369.0,369000.0,2025-04-30
2025043004038036,UPCL,96,48,100.0,369.0,36900.0,2025-04-30
2025043004038035,UPCL,96,75,1958.0,368.9,722306.2,2025-04-30
2025043004038034,UPCL,96,16,25.0,368.8,9220.0,2025-04-30
2025043004038033,UPCL,96,69,1000.0,368.7,368700.0,2025-04-30
2025043004038032,UPCL,96,41,500.0,368.7,184350.0,2025-04-30
2025043004038031,UPCL,96,50,500.0,368.7,184350.0,2025-04-30
2025043004038030,UPCL,96,65,500.0,368.7,184350.0,2025-04-30
2025043004038029,UPCL,96,5,479.0,368.7,176607.3,2025-04-30
2025043004038028,UPCL,96,75,3840.0,368.6,1415424.0,2025-04-30
2025043003009757,SIFC,63,4,490.0,501.0,245490.0,2025-04-30
2025043003009756,SIFC,58,4,30.0,501.0,15030.0,2025-04-30
2025043003009755,SIFC,14,4,680.0,501.1,340748.0,2025-04-30
2025043005013260,NIFRA,42,52,10.0,290.0,2900.0,2025-04-30
2025043001018692,SBI,55,42,10.0,388.4,3884.0,2025-04-30
2025043003009754,SINDU,38,40,10.0,940.0,9400.0,2025-04-30
2025043004038027,UPCL,63,75,100.0,368.6,36860.0,2025-04-30
2025043004038026,RIDI,94,34,500.0,251.6,125800.0,2025-04-30
2025043004038025,PPCL,88,18,353.0,344.0,121432.0,2025-04-30
2025043004038024,PPCL,88,17,70.0,343.9,24073.0,2025-04-30
2025043004038023,PPCL,88,21,40.0,343.0,13720.0,2025-04-30
2025043004038022,PPCL,88,38,280.0,343.0,96040.0,2025-04-30
2025043004038021,PPCL,88,46,257.0,343.0,88151.0,2025-04-30
2025043004038020,SHEL,7,11,100.0,270.0,27000.0,2025-04-30
2025043001018691,BHL,34,70,50.0,221.9,11095.0,2025-04-30
2025043001018690,BHL,34,35,50.0,221.8,11090.0,2025-04-30
2025043004038019,HDHPC,21,35,250.0,205.8,51450.0,2025-04-30
2025043001018689,HBL,81,49,500.0,215.5,107750.0,2025-04-30
2025043004038018,UMHL,46,68,500.0,503.0,251500.0,2025-04-30
2025043004038017,UMHL,66,68,200.0,503.0,100600.0,2025-04-30
2025043004038016,UMHL,54,68,10.0,503.0,5030.0,2025-04-30
2025043004038015,UMHL,13,68,1000.0,503.3,503300.0,2025-04-30
2025043004038014,UMHL,64,68,200.0,503.3,100660.0,2025-04-30
2025043004038013,UMHL,18,68,1000.0,503.4,503400.0,2025-04-30
2025043004038012,SHEL,68,11,700.0,270.0,189000.0,2025-04-30
2025043004038011,SHEL,68,38,100.0,269.9,26990.0,2025-04-30
2025043004038010,SHEL,68,37,200.0,269.9,53980.0,2025-04-30
2025043005013259,ENL,60,16,30.0,1136.9,34107.0,2025-04-30
2025043005013258,ENL,60,17,50.0,1136.8,56840.0,2025-04-30
2025043005013257,ENL,60,16,20.0,1136.5,22730.0,2025-04-30
2025043005013256,ENL,60,52,50.0,1135.0,56750.0,2025-04-30
2025043005013255,ENL,60,16,50.0,1134.9,56745.0,2025-04-30
2025043005013254,NIFRA,60,52,10.0,290.0,2900.0,2025-04-30
2025043001018688,MAKAR,53,61,10.0,700.0,7000.0,2025-04-30
2025043005013253,NRN,47,58,139.0,2022.0,281058.0,2025-04-30
