transaction,symbol,buyer,seller,quantity,rate,amount,date
2026062405000001,CIT,44,48,20.0,1630.3,32606.0,2026-06-24
2026062405000002,CIT,40,48,13.0,1630.3,21193.9,2026-06-24
2026062401000001,HBL,38,58,10.0,205.6,2056.0,2026-06-24
2026062401000002,HBL,38,38,10.0,205.6,2056.0,2026-06-24
2026062401000003,HBL,38,51,10.0,205.6,2056.0,2026-06-24
2026062401000004,HBL,38,38,10.0,205.6,2056.0,2026-06-24
2026062401000005,HBL,38,59,550.0,205.6,113080.0,2026-06-24
2026062401000006,HBL,38,42,410.0,205.6,84296.0,2026-06-24
2026062401000007,SBI,62,58,10.0,405.0,4050.0,2026-06-24
2026062405000003,SHIVM,80,77,10.0,666.0,6660.0,2026-06-24
2026062403000001,BFC,99,41,20.0,486.7,9734.0,2026-06-24
2026062404000001,AHPC,85,62,300.0,279.9,83970.0,2026-06-24
2026062404000002,AHPC,85,62,300.0,279.9,83970.0,2026-06-24
2026062404000003,AHPC,85,62,400.0,279.9,111960.0,2026-06-24
2026062404000004,AHPC,85,6,430.0,279.9,120357.0,2026-06-24
2026062404000005,AHPC,85,45,100.0,279.9,27990.0,2026-06-24
2026062404000006,AHPC,85,39,113.0,279.9,31628.7,2026-06-24
2026062404000007,AHPC,85,36,200.0,279.9,55980.0,2026-06-24
2026062404000008,AHPC,85,85,8157.0,279.9,2283144.3,2026-06-24
2026062405000004,NRIC,45,58,10.0,918.0,9180.0,2026-06-24
2026062404000009,SHPC,85,48,10.0,527.0,5270.0,2026-06-24
2026062405000005,NRN,42,58,16.0,1350.0,21600.0,2026-06-24
2026062403000002,CFCL,99,41,20.0,591.9,11838.0,2026-06-24
2026062404000010,RIDI,77,58,10.0,319.0,3190.0,2026-06-24
2026062404000011,BARUN,38,34,200.0,337.0,67400.0,2026-06-24
2026062404000012,BARUN,38,34,300.0,337.0,101100.0,2026-06-24
2026062401000008,LSL,58,80,10.0,227.8,2278.0,2026-06-24
2026062403000003,GMFIL,1,58,10.0,492.0,4920.0,2026-06-24
2026062404000013,NGPL,57,38,50.0,420.0,21000.0,2026-06-24
2026062401000009,KBL,35,45,50.0,209.2,10460.0,2026-06-24
2026062404000014,DHPL,34,58,10.0,304.0,3040.0,2026-06-24
2026062404000015,DHPL,34,58,10.0,304.0,3040.0,2026-06-24
2026062404000016,SPDL,34,41,10.0,399.0,3990.0,2026-06-24
2026062404000017,UMHL,62,39,110.0,581.0,63910.0,2026-06-24
2026062403000004,MDB,74,42,100.0,627.9,62790.0,2026-06-24
2026062403000005,MDB,74,35,20.0,627.9,12558.0,2026-06-24
2026062403000006,MDB,74,74,180.0,627.9,113022.0,2026-06-24
2026062405000006,TPC,58,47,10.0,382.2,3822.0,2026-06-24
2026062404000018,AKJCL,71,58,10.0,368.5,3685.0,2026-06-24
2026062404000019,AKJCL,77,64,10.0,368.5,3685.0,2026-06-24
