transaction,symbol,buyer,seller,quantity,rate,amount,date
2025082505020309,BHL,1,22,63.0,199.3,12555.9,2025-08-25
2025082505020308,MMKJL,77,62,241.0,576.0,138816.0,2025-08-25
2025082505020307,BBC,45,70,10.0,5310.0,53100.0,2025-08-25
2025082503012672,GBBL,1,35,200.0,427.0,85400.0,2025-08-25
2025082505020306,SGHC,52,34,191.0,371.5,70956.5,2025-08-25
2025082505020305,SGHC,52,42,109.0,371.5,40493.5,2025-08-25
2025082504012483,PMHPL,50,77,10.0,403.0,4030.0,2025-08-25
2025082505020304,GCIL,49,45,50.0,493.0,24650.0,2025-08-25
2025082503012671,MSLB,28,38,50.0,1555.0,77750.0,2025-08-25
2025082504012482,AHPC,55,58,179.0,291.0,52089.0,2025-08-25
2025082504012481,PPCL,21,41,100.0,336.5,33650.0,2025-08-25
2025082503012670,CBBL,58,33,240.0,1075.9,258216.0,2025-08-25
2025082503012669,CBBL,58,49,10.0,1075.0,10750.0,2025-08-25
2025082505020303,MBJC,58,55,10.0,314.0,3140.0,2025-08-25
2025082501011693,JBLB,19,8,50.0,1505.0,75250.0,2025-08-25
2025082503012668,ALICL,85,1,26.0,492.0,12792.0,2025-08-25
2025082503012667,ALICL,85,87,56.0,491.9,27546.4,2025-08-25
2025082503012666,ALICL,85,16,18.0,491.5,8847.0,2025-08-25
2025082504012480,GHL,42,97,208.0,237.0,49296.0,2025-08-25
2025082504012479,GHL,34,97,1000.0,237.0,237000.0,2025-08-25
2025082504012478,GHL,45,97,292.0,237.0,69204.0,2025-08-25
2025082501011692,SBL,50,44,10.0,361.8,3618.0,2025-08-25
2025082501011691,SARBTM,25,26,400.0,911.5,364600.0,2025-08-25
2025082504012477,HURJA,32,58,125.0,237.7,29712.5,2025-08-25
2025082504012476,HURJA,32,50,500.0,237.0,118500.0,2025-08-25
2025082504012475,HURJA,32,39,50.0,236.7,11835.0,2025-08-25
2025082504012474,HURJA,32,1,33.0,235.8,7781.4,2025-08-25
2025082503012665,NMBMF,43,32,10.0,713.7,7137.0,2025-08-25
2025082501011690,NMB,29,34,127.0,250.0,31750.0,2025-08-25
2025082501011689,NMB,29,49,1500.0,250.0,375000.0,2025-08-25
2025082501011688,NMB,29,36,23.0,250.0,5750.0,2025-08-25
2025082501011687,NMB,29,57,75.0,250.0,18750.0,2025-08-25
2025082501011686,NMB,29,7,319.0,250.0,79750.0,2025-08-25
2025082501011685,NMB,29,6,50.0,249.8,12490.0,2025-08-25
2025082501011684,NMB,29,56,444.0,249.8,110911.2,2025-08-25
2025082504012473,GLH,41,44,10.0,266.5,2665.0,2025-08-25
2025082505020302,CHDC,71,19,10.0,2549.5,25495.0,2025-08-25
2025082504012472,JOSHI,52,47,50.0,306.3,15315.0,2025-08-25
2025082505020301,HDL,44,57,40.0,1409.0,56360.0,2025-08-25
2025082505020300,BHL,58,22,400.0,199.3,79720.0,2025-08-25
2025082505020299,SMJC,99,32,30.0,573.5,17205.0,2025-08-25
2025082505020298,SMJC,99,34,60.0,573.0,34380.0,2025-08-25
2025082505020297,SMJC,99,47,10.0,573.0,5730.0,2025-08-25
2025082505020296,SMJC,99,83,500.0,573.0,286500.0,2025-08-25
2025082505020295,SMJC,99,7,400.0,573.0,229200.0,2025-08-25
2025082503012664,JFL,38,7,240.0,465.4,111696.0,2025-08-25
2025082503012663,JFL,38,44,60.0,465.4,27924.0,2025-08-25
2025082501011683,SARBTM,21,38,10.0,910.0,9100.0,2025-08-25
2025082505020294,NIFRA,38,1,10.0,278.2,2782.0,2025-08-25
2025082505020293,SONA,43,43,10.0,457.1,4571.0,2025-08-25
2025082505020292,MEL,43,57,20.0,301.0,6020.0,2025-08-25
2025082503012662,MFIL,55,51,49.0,676.0,33124.0,2025-08-25
2025082503012661,MFIL,55,17,100.0,674.0,67400.0,2025-08-25
2025082503012660,MFIL,55,49,250.0,673.9,168475.0,2025-08-25
2025082503012659,MFIL,55,48,100.0,673.0,67300.0,2025-08-25
2025082504012471,CHL,55,48,80.0,295.2,23616.0,2025-08-25
