transaction,symbol,buyer,seller,quantity,rate,amount,date
2025063001018167,SGHC,56,52,220.0,391.0,86020.0,2025-06-30
2025063001018166,SGHC,52,52,100.0,392.0,39200.0,2025-06-30
2025063001018165,SGHC,43,52,180.0,392.0,70560.0,2025-06-30
2025063001018164,NMIC,55,52,70.0,1640.0,114800.0,2025-06-30
2025063003011103,SLBBL,41,4,50.0,885.0,44250.0,2025-06-30
2025063003011102,MLBL,43,66,32.0,382.4,12236.8,2025-06-30
2025063001018163,EHPL,58,48,50.0,545.7,27285.0,2025-06-30
2025063001018162,NMIC,55,38,100.0,1640.0,164000.0,2025-06-30
2025063003011101,MPFL,32,22,40.0,575.1,23004.0,2025-06-30
2025063004023525,RURU,14,92,100.0,712.1,71210.0,2025-06-30
2025063001018161,NMB,50,4,200.0,245.0,49000.0,2025-06-30
2025063001018160,NMIC,55,39,180.0,1640.0,295200.0,2025-06-30
2025063004023524,BARUN,80,29,240.0,411.2,98688.0,2025-06-30
2025063004023523,BARUN,94,29,160.0,412.0,65920.0,2025-06-30
2025063004023522,PMHPL,88,26,277.0,402.0,111354.0,2025-06-30
2025063004023521,PMHPL,88,19,10.0,401.7,4017.0,2025-06-30
2025063004023520,PMHPL,88,48,500.0,401.0,200500.0,2025-06-30
2025063004023519,PMHPL,88,44,10.0,400.0,4000.0,2025-06-30
2025063004023518,PMHPL,88,19,500.0,400.0,200000.0,2025-06-30
2025063004023517,PMHPL,88,29,10.0,400.0,4000.0,2025-06-30
2025063004023516,PMHPL,88,50,120.0,400.0,48000.0,2025-06-30
2025063004023515,PMHPL,88,38,128.0,400.0,51200.0,2025-06-30
2025063003011100,GRDBL,60,58,11.0,1326.0,14586.0,2025-06-30
2025063004023514,AKPL,42,32,200.0,263.1,52620.0,2025-06-30
2025063003011099,NMFBS,53,19,100.0,1231.0,123100.0,2025-06-30
2025063005010576,GCIL,29,19,10.0,493.0,4930.0,2025-06-30
2025063005010575,GCIL,58,19,10.0,493.5,4935.0,2025-06-30
2025063004023513,SHEL,70,36,76.0,286.3,21758.8,2025-06-30
2025063001018159,DOLTI,57,34,12.0,550.1,6601.2,2025-06-30
2025063001018158,DOLTI,6,34,10.0,551.0,5510.0,2025-06-30
2025063001018157,GMLI,55,34,30.0,2231.0,66930.0,2025-06-30
2025063001018156,GMLI,55,42,20.0,2231.0,44620.0,2025-06-30
2025063001018155,SCB,49,58,35.0,617.0,21595.0,2025-06-30
2025063001018154,SCB,1,58,55.0,617.0,33935.0,2025-06-30
2025063001018153,SCB,58,58,100.0,617.0,61700.0,2025-06-30
2025063004023512,API,8,50,50.0,290.7,14535.0,2025-06-30
2025063003011098,SINDU,33,58,20.0,819.0,16380.0,2025-06-30
2025063003011097,SINDU,33,45,30.0,819.0,24570.0,2025-06-30
2025063003011096,SINDU,33,41,50.0,818.0,40900.0,2025-06-30
2025063004023511,AKPL,42,57,200.0,263.1,52620.0,2025-06-30
2025063003011095,GMFIL,34,48,300.0,470.1,141030.0,2025-06-30
2025063004023510,RIDI,49,44,650.0,259.5,168675.0,2025-06-30
2025063004023509,RIDI,21,44,350.0,259.7,90895.0,2025-06-30
2025063004023508,API,41,37,200.0,290.5,58100.0,2025-06-30
2025063004023507,API,5,37,250.0,290.5,72625.0,2025-06-30
2025063004023506,API,72,37,50.0,290.6,14530.0,2025-06-30
2025063005010574,SONA,17,7,85.0,447.9,38071.5,2025-06-30
2025063005010573,SONA,17,38,25.0,447.8,11195.0,2025-06-30
2025063001018152,GVL,17,4,10.0,472.0,4720.0,2025-06-30
2025063004023505,UPPER,35,6,10.0,195.3,1953.0,2025-06-30
2025063004023504,PPCL,83,6,117.0,377.8,44202.6,2025-06-30
2025063004023503,PPCL,57,6,100.0,377.9,37790.0,2025-06-30
2025063004023502,PPCL,35,6,40.0,377.9,15116.0,2025-06-30
2025063004023501,PPCL,58,6,43.0,378.0,16254.0,2025-06-30
2025063005010572,SMJC,26,53,50.0,530.0,26500.0,2025-06-30
2025063005010571,NRM,53,4,20.0,438.0,8760.0,2025-06-30
2025063004023500,NGPL,56,38,10.0,395.0,3950.0,2025-06-30
2025063001018151,KBL,85,56,1000.0,209.0,209000.0,2025-06-30
2025063003011094,PFL,55,45,300.0,395.0,118500.0,2025-06-30
2025063003011093,PFL,29,45,200.0,395.0,79000.0,2025-06-30
2025063003011092,PFL,4,45,50.0,395.0,19750.0,2025-06-30
2025063003011091,PFL,51,45,20.0,395.0,7900.0,2025-06-30
2025063003011090,PFL,34,45,300.0,395.0,118500.0,2025-06-30
2025063003011089,PFL,4,45,100.0,395.0,39500.0,2025-06-30
2025063003011088,PFL,39,45,50.0,395.0,19750.0,2025-06-30
2025063003011087,PFL,38,45,10.0,395.0,3950.0,2025-06-30
2025063003011086,PFL,38,45,159.0,395.0,62805.0,2025-06-30
2025063003011085,PFL,63,45,100.0,395.1,39510.0,2025-06-30
2025063003011084,PFL,8,45,50.0,396.0,19800.0,2025-06-30
2025063003011083,PFL,58,45,25.0,396.0,9900.0,2025-06-30
2025063003011082,PFL,42,45,75.0,396.2,29715.0,2025-06-30
2025063001018150,TSHL,46,45,90.0,629.0,56610.0,2025-06-30
2025063004023499,GLH,22,45,200.0,269.9,53980.0,2025-06-30
2025063004023498,CHL,58,7,200.0,346.0,69200.0,2025-06-30
2025063004023497,CHL,58,38,240.0,346.0,83040.0,2025-06-30
2025063003011081,NABBC,20,58,10.0,1605.0,16050.0,2025-06-30
2025063003011080,NABBC,20,45,12.0,1597.0,19164.0,2025-06-30
2025063003011079,NABBC,20,61,50.0,1594.8,79740.0,2025-06-30
2025063003011078,NABBC,20,57,38.0,1594.0,60572.0,2025-06-30
2025063004023496,UNHPL,4,19,80.0,450.1,36008.0,2025-06-30
2025063004023495,RADHI,39,42,992.0,782.0,775744.0,2025-06-30
2025063004023494,RADHI,39,62,40.0,782.0,31280.0,2025-06-30
2025063004023493,RADHI,39,29,500.0,781.9,390950.0,2025-06-30
2025063004023492,RADHI,39,95,18.0,781.0,14058.0,2025-06-30
2025063001018149,TPC,48,39,700.0,416.0,291200.0,2025-06-30
2025063001018148,MAKAR,50,14,50.0,595.1,29755.0,2025-06-30
