transaction,symbol,buyer,seller,quantity,rate,amount,date
2025040901012027,MAKAR,17,47,100.0,700.0,70000.0,2025-04-09
2025040905013091,HRL,29,18,10.0,1041.0,10410.0,2025-04-09
2025040903007866,LLBS,41,18,50.0,1065.0,53250.0,2025-04-09
2025040903007865,LLBS,45,18,50.0,1065.0,53250.0,2025-04-09
2025040903007864,SIFC,4,19,26.0,543.0,14118.0,2025-04-09
2025040903007863,SIFC,4,35,74.0,543.0,40182.0,2025-04-09
2025040903007862,MDB,91,18,287.0,617.0,177079.0,2025-04-09
2025040903007861,MDB,32,18,112.0,617.1,69115.2,2025-04-09
2025040903007860,MDB,17,18,600.0,617.1,370260.0,2025-04-09
2025040901012026,MEHL,87,52,10.0,533.5,5335.0,2025-04-09
2025040901012025,NIMB,48,42,10.0,213.5,2135.0,2025-04-09
2025040904012110,KKHC,48,6,10.0,346.0,3460.0,2025-04-09
2025040905013090,SMJC,48,91,10.0,576.5,5765.0,2025-04-09
2025040905013089,SMJC,48,34,10.0,574.0,5740.0,2025-04-09
2025040903007859,SLBBL,62,55,10.0,975.0,9750.0,2025-04-09
2025040903007858,SLBBL,62,58,10.0,975.0,9750.0,2025-04-09
2025040903007857,SLBBL,62,96,10.0,975.0,9750.0,2025-04-09
2025040903007856,SLBBL,62,47,10.0,975.0,9750.0,2025-04-09
2025040903007855,SLBBL,62,49,10.0,974.0,9740.0,2025-04-09
2025040903007854,SLBBL,62,46,10.0,972.0,9720.0,2025-04-09
2025040903007853,SLBBL,62,14,10.0,972.0,9720.0,2025-04-09
2025040903007852,SLBBL,62,62,10.0,971.5,9715.0,2025-04-09
2025040903007851,SLBBL,62,4,10.0,971.0,9710.0,2025-04-09
2025040903007850,SLBBL,62,58,10.0,971.0,9710.0,2025-04-09
2025040901012024,ULBSL,62,58,10.0,3197.0,31970.0,2025-04-09
2025040905013088,SHIVM,62,36,20.0,533.0,10660.0,2025-04-09
2025040903007849,GRDBL,28,38,10.0,1287.0,12870.0,2025-04-09
2025040905013087,HRL,32,91,300.0,1042.0,312600.0,2025-04-09
2025040905013086,HRL,32,58,200.0,1041.9,208380.0,2025-04-09
2025040901012023,MKCL,32,34,270.0,1639.8,442746.0,2025-04-09
