transaction,symbol,buyer,seller,quantity,rate,amount,date
2026020105023069,PPL,34,49,142.0,374.0,53108.0,2026-02-01
2026020101038267,HBL,20,10,10.0,190.4,1904.0,2026-02-01
2026020104026566,BPCL,14,87,43.0,760.0,32680.0,2026-02-01
2026020104026525,CHL,57,55,91.0,285.0,25935.0,2026-02-01
2026020101036933,TTL,59,38,500.0,937.0,468500.0,2026-02-01
2026020101036636,HBL,4,55,10.0,190.6,1906.0,2026-02-01
2026020101035986,TTL,58,57,20.0,937.0,18740.0,2026-02-01
2026020103009073,SIFC,29,14,500.0,644.2,322100.0,2026-02-01
2026020104023399,UMHL,42,66,34.0,659.8,22433.2,2026-02-01
2026020104022806,SSHL,34,21,50.0,209.0,10450.0,2026-02-01
2026020104021449,KKHC,63,46,10.0,240.0,2400.0,2026-02-01
2026020101029587,TTL,36,38,10.0,970.0,9700.0,2026-02-01
2026020104018745,AKJCL,71,4,75.0,315.6,23670.0,2026-02-01
2026020104018250,LEC,35,56,275.0,217.0,59675.0,2026-02-01
2026020105013885,PPL,58,32,10.0,376.0,3760.0,2026-02-01
2026020101026182,TTL,81,34,10.0,980.0,9800.0,2026-02-01
2026020104015780,NGPL,51,50,160.0,424.7,67952.0,2026-02-01
2026020105010879,MBJC,34,6,90.0,290.0,26100.0,2026-02-01
2026020104014627,NHPC,17,38,50.0,214.0,10700.0,2026-02-01
2026020104014300,LEC,50,45,150.0,217.0,32550.0,2026-02-01
2026020101019067,DHEL,49,42,20.0,739.0,14780.0,2026-02-01
2026020101018527,TTL,46,58,10.0,963.0,9630.0,2026-02-01
2026020103004190,USLB,41,19,20.0,1495.0,29900.0,2026-02-01
2026020105008572,EHPL,19,34,50.0,435.4,21770.0,2026-02-01
2026020105007511,BHDC,44,3,50.0,480.1,24005.0,2026-02-01
2026020101010892,LSL,57,26,1180.0,212.1,250278.0,2026-02-01
2026020101010814,NICA,43,14,400.0,334.1,133640.0,2026-02-01
2026020105005929,BGWT,22,40,70.0,785.0,54950.0,2026-02-01
2026020104008018,NGPL,80,40,20.0,429.0,8580.0,2026-02-01
2026020104007964,SGIC,85,34,10.0,475.3,4753.0,2026-02-01
2026020105004753,RNLI,16,58,12.0,462.3,5547.6,2026-02-01
2026020101007123,CITY,57,38,50.0,490.0,24500.0,2026-02-01
2026020105004038,BHL,58,46,700.0,208.3,145810.0,2026-02-01
2026020105003667,CHDC,45,66,43.0,2432.0,104576.0,2026-02-01
2026020101005550,PRVU,28,41,28.0,186.7,5227.6,2026-02-01
2026020105001257,NRIC,71,22,103.0,1270.0,130810.0,2026-02-01
2026020101002034,SYPNL,6,61,10.0,1933.0,19330.0,2026-02-01
2026020104002578,RIDI,39,75,1000.0,246.0,246000.0,2026-02-01
2026020105000672,PHCL,41,84,1000.0,298.1,298100.0,2026-02-01
2026020104001540,SSHL,48,72,2000.0,207.9,415800.0,2026-02-01
2026020101000977,SAIL,74,48,10.0,1380.1,13801.0,2026-02-01
2026020104030224,RHPL,57,35,10.0,287.0,2870.0,2026-02-01
2026020104030223,KKHC,34,58,100.0,236.3,23630.0,2026-02-01
2026020105025166,RAWA,45,50,180.0,757.0,136260.0,2026-02-01
2026020105025165,SONA,57,38,63.0,434.0,27342.0,2026-02-01
2026020105025164,SONA,57,58,10.0,434.0,4340.0,2026-02-01
2026020105025163,SONA,57,48,157.0,434.0,68138.0,2026-02-01
2026020105025162,SONA,57,19,200.0,433.8,86760.0,2026-02-01
2026020105025161,SONA,57,58,570.0,433.7,247209.0,2026-02-01
2026020105025160,MKJC,34,99,90.0,537.0,48330.0,2026-02-01
2026020105025159,MKJC,34,39,120.0,536.8,64416.0,2026-02-01
2026020105025158,MKJC,34,62,80.0,536.5,42920.0,2026-02-01
2026020105025157,MKJC,34,56,490.0,536.0,262640.0,2026-02-01
2026020105025156,MKJC,34,84,100.0,535.9,53590.0,2026-02-01
2026020105025155,MKJC,34,58,120.0,535.9,64308.0,2026-02-01
