transaction,symbol,buyer,seller,quantity,rate,amount,date
2025113004018388,HDHPC,38,62,1664.0,185.8,309171.2,2025-11-30
2025113004018387,HDHPC,51,62,200.0,185.9,37180.0,2025-11-30
2025113004018386,HDHPC,32,62,50.0,186.0,9300.0,2025-11-30
2025113004018385,HDHPC,58,62,40.0,186.0,7440.0,2025-11-30
2025113004018384,HDHPC,32,62,246.0,186.0,45756.0,2025-11-30
2025113003011740,JBBL,29,49,485.0,324.7,157479.5,2025-11-30
2025113003011739,MLBL,28,81,10.0,385.9,3859.0,2025-11-30
2025113005024110,RNLI,28,38,136.0,500.2,68027.2,2025-11-30
2025113005024109,RNLI,81,38,100.0,500.3,50030.0,2025-11-30
2025113004018383,MEN,45,38,10.0,662.0,6620.0,2025-11-30
2025113003011738,NLICL,77,49,175.0,629.9,110232.5,2025-11-30
2025113003011737,NLICL,77,6,100.0,629.8,62980.0,2025-11-30
2025113003011736,NLICL,77,76,405.0,629.0,254745.0,2025-11-30
2025113003011735,NLICL,77,42,20.0,629.0,12580.0,2025-11-30
2025113003011734,NLICL,77,48,200.0,626.0,125200.0,2025-11-30
2025113003011733,NLICL,77,59,100.0,624.0,62400.0,2025-11-30
2025113005024108,MANDU,55,4,25.0,801.5,20037.5,2025-11-30
2025113001029918,TTL,22,34,1.0,798.0,798.0,2025-11-30
2025113004018382,JOSHI,32,41,10.0,319.0,3190.0,2025-11-30
2025113005024107,HRL,45,66,10.0,859.0,8590.0,2025-11-30
2025113003011732,RLFL,39,35,390.0,424.0,165360.0,2025-11-30
2025113003011731,RLFL,28,35,50.0,424.1,21205.0,2025-11-30
2025113003011730,MPFL,58,14,25.0,546.0,13650.0,2025-11-30
2025113003011729,USLB,22,8,10.0,1625.0,16250.0,2025-11-30
2025113001029917,ULBSL,49,57,10.0,3824.9,38249.0,2025-11-30
2025113001029916,ULBSL,49,6,10.0,3800.0,38000.0,2025-11-30
2025113004018381,AHPC,58,59,10.0,283.5,2835.0,2025-11-30
2025113005024106,NRIC,29,74,51.0,1334.0,68034.0,2025-11-30
2025113005024105,NRIC,29,29,12.0,1334.0,16008.0,2025-11-30
2025113005024104,NRIC,29,29,12.0,1334.0,16008.0,2025-11-30
2025113005024103,NRIC,29,29,12.0,1334.0,16008.0,2025-11-30
2025113005024102,NRIC,29,64,13.0,1329.0,17277.0,2025-11-30
2025113005024101,SPC,32,34,53.0,490.0,25970.0,2025-11-30
2025113005024100,SPC,32,21,335.0,490.0,164150.0,2025-11-30
2025113005024099,SPC,32,41,200.0,489.9,97980.0,2025-11-30
2025113005024098,SPC,32,41,200.0,489.8,97960.0,2025-11-30
2025113005024097,SPC,32,41,100.0,489.7,48970.0,2025-11-30
2025113005024096,SPC,32,41,170.0,489.0,83130.0,2025-11-30
2025113005024095,SPC,32,49,10.0,488.9,4889.0,2025-11-30
2025113005024094,SPC,32,41,50.0,488.8,24440.0,2025-11-30
2025113005024093,SPC,32,55,300.0,488.0,146400.0,2025-11-30
2025113005024092,SPC,32,19,397.0,488.0,193736.0,2025-11-30
2025113005024091,SPC,32,34,579.0,487.7,282378.3,2025-11-30
2025113005024090,SPC,32,42,490.0,487.6,238924.0,2025-11-30
2025113005024089,SPC,32,11,400.0,487.0,194800.0,2025-11-30
2025113005024088,SPC,32,11,20.0,487.0,9740.0,2025-11-30
2025113005024087,SPC,32,42,200.0,486.3,97260.0,2025-11-30
2025113005024086,SPC,32,48,120.0,486.1,58332.0,2025-11-30
2025113005024085,SPC,32,32,50.0,485.9,24295.0,2025-11-30
2025113005024084,SPC,32,44,258.0,484.8,125078.4,2025-11-30
2025113005024083,SPC,32,26,68.0,484.0,32912.0,2025-11-30
2025113005024082,SPC,32,45,100.0,483.0,48300.0,2025-11-30
2025113005024081,SPC,32,58,100.0,482.0,48200.0,2025-11-30
2025113001029915,ADBL,58,21,10.0,307.0,3070.0,2025-11-30
2025113001029914,BHCL,62,16,10.0,490.0,4900.0,2025-11-30
2025113001029913,TTL,14,49,25.0,799.0,19975.0,2025-11-30
2025113005024080,NRIC,43,64,20.0,1329.0,26580.0,2025-11-30
2025113003011728,USLB,5,84,10.0,1615.5,16155.0,2025-11-30
2025113001029912,HIMSTAR,48,47,300.0,907.1,272130.0,2025-11-30
2025113005024079,SANVI,71,49,200.0,650.0,130000.0,2025-11-30
2025113003011727,SAPDBL,72,97,10.0,809.5,8095.0,2025-11-30
2025113003011726,SMPDA,25,32,10.0,915.0,9150.0,2025-11-30
2025113001029911,HIMSTAR,48,39,44.0,917.0,40348.0,2025-11-30
2025113001029910,HIMSTAR,48,29,156.0,916.9,143036.4,2025-11-30
2025113004018380,API,19,49,50.0,288.0,14400.0,2025-11-30
2025113003011725,GRDBL,60,58,10.0,1165.0,11650.0,2025-11-30
2025113005024078,PHCL,43,51,546.0,277.5,151515.0,2025-11-30
