transaction,symbol,buyer,seller,quantity,rate,amount,date
2026072904000001,NHPC,41,58,10.0,260.0,2600.0,2026-07-29
2026072905000001,HDL,86,38,44.0,1125.8,49535.2,2026-07-29
2026072903000001,NLICL,20,69,100.0,606.9,60690.0,2026-07-29
2026072901000001,HBL,96,52,10.0,200.8,2008.0,2026-07-29
2026072903000002,BFC,42,25,10.0,489.0,4890.0,2026-07-29
2026072905000002,NRN,41,58,10.0,1390.0,13900.0,2026-07-29
2026072903000003,CFCL,99,41,10.0,686.0,6860.0,2026-07-29
2026072904000002,RIDI,74,58,10.0,365.0,3650.0,2026-07-29
2026072904000003,API,14,58,40.0,336.5,13460.0,2026-07-29
2026072905000003,MMF1,6,56,500.0,9.0,4500.0,2026-07-29
2026072903000004,MDB,96,66,10.0,570.0,5700.0,2026-07-29
2026072904000004,KKHC,74,26,10.0,298.0,2980.0,2026-07-29
2026072903000005,ALICL,38,45,255.0,455.7,116203.5,2026-07-29
2026072901000002,KBL,38,8,42.0,234.1,9832.2,2026-07-29
2026072904000005,UMHL,65,39,50.0,570.0,28500.0,2026-07-29
2026072904000006,RADHI,58,34,10.0,706.9,7069.0,2026-07-29
2026072904000007,RADHI,58,34,10.0,706.9,7069.0,2026-07-29
2026072903000006,CORBL,58,87,45.0,1350.0,60750.0,2026-07-29
2026072903000007,CORBL,46,87,10.0,1350.0,13500.0,2026-07-29
2026072903000008,CORBL,58,87,23.0,1350.0,31050.0,2026-07-29
2026072903000009,CORBL,50,87,40.0,1350.0,54000.0,2026-07-29
2026072905000004,UHEWA,58,58,10.0,606.9,6069.0,2026-07-29
2026072904000008,AKJCL,60,58,10.0,355.0,3550.0,2026-07-29
2026072903000010,MPFL,58,36,10.0,653.0,6530.0,2026-07-29
2026072905000005,PPL,11,34,10.0,345.0,3450.0,2026-07-29
2026072903000011,FMDBL,91,6,200.0,750.0,150000.0,2026-07-29
2026072903000012,MFIL,49,58,10.0,777.0,7770.0,2026-07-29
2026072901000003,PRVU,74,13,10.0,207.0,2070.0,2026-07-29
2026072901000004,CZBIL,34,41,10.0,218.4,2184.0,2026-07-29
2026072903000013,MERO,81,62,100.0,722.0,72200.0,2026-07-29
2026072903000014,GRDBL,58,45,10.0,1121.0,11210.0,2026-07-29
2026072901000005,GBIMEP,64,16,16479.0,120.8,1990663.2,2026-07-29
2026072904000009,ANLB,39,62,10.0,5600.0,56000.0,2026-07-29
2026072905000006,KBSH,53,48,10.0,1008.0,10080.0,2026-07-29
2026072903000015,ALBSL,29,74,30.0,1050.0,31500.0,2026-07-29
2026072903000016,GMFBS,74,5,10.0,1273.0,12730.0,2026-07-29
2026072905000007,TVCL,71,26,10.0,514.5,5145.0,2026-07-29
2026072905000008,HRL,51,6,100.0,600.0,60000.0,2026-07-29
2026072901000006,HIDCLP,57,45,10.0,203.7,2037.0,2026-07-29
2026072901000007,EBLD85,45,49,3.0,1070.0,3210.0,2026-07-29
2026072905000009,SFEF,13,58,100.0,10.0,1000.0,2026-07-29
2026072901000008,CITY,58,49,200.0,357.4,71480.0,2026-07-29
2026072901000009,CITY,53,49,300.0,357.4,107220.0,2026-07-29
2026072901000010,CREST,58,62,10.0,1190.0,11900.0,2026-07-29
2026072901000011,SAIL,6,48,200.0,1070.0,214000.0,2026-07-29
2026072901000012,SAIL,60,48,10.0,1070.0,10700.0,2026-07-29
2026072901000013,SAIL,57,48,100.0,1070.0,107000.0,2026-07-29
2026072901000014,SAIL,4,48,10.0,1070.0,10700.0,2026-07-29
2026072901000015,SAIL,45,48,50.0,1070.0,53500.0,2026-07-29
2026072901000016,SAIL,45,48,50.0,1070.0,53500.0,2026-07-29
2026072901000017,SAIL,4,48,10.0,1070.0,10700.0,2026-07-29
2026072901000018,SAIL,74,48,200.0,1070.0,214000.0,2026-07-29
2026072901000019,SYPNL,26,38,10.0,1350.0,13500.0,2026-07-29
