transaction,symbol,buyer,seller,quantity,rate,amount,date
2026050401000001,NABIL,57,22,100.0,528.0,52800.0,2026-05-04
2026050401000002,NABIL,49,22,46.0,528.0,24288.0,2026-05-04
2026050403000001,CBBL,3,7,10.0,901.0,9010.0,2026-05-04
2026050401000003,NIMB,36,29,10.0,196.0,1960.0,2026-05-04
2026050401000004,NIMB,58,29,10.0,196.0,1960.0,2026-05-04
2026050401000005,NIMB,21,29,10.0,196.0,1960.0,2026-05-04
2026050401000006,NIMB,53,29,10.0,196.0,1960.0,2026-05-04
2026050404000001,NHPC,60,28,10.0,296.0,2960.0,2026-05-04
2026050404000002,NHPC,49,28,90.0,296.0,26640.0,2026-05-04
2026050401000007,HBL,36,58,10.0,202.0,2020.0,2026-05-04
2026050401000008,HBL,36,35,10.0,202.0,2020.0,2026-05-04
2026050405000001,HIDCL,58,41,10.0,265.0,2650.0,2026-05-04
2026050405000002,HIDCL,58,42,203.0,265.0,53795.0,2026-05-04
2026050401000009,NICA,45,58,10.0,375.0,3750.0,2026-05-04
2026050401000010,NICA,85,58,140.0,375.0,52500.0,2026-05-04
2026050401000011,NICA,85,43,2000.0,375.0,750000.0,2026-05-04
2026050401000012,NICA,85,85,5360.0,375.0,2010000.0,2026-05-04
2026050405000003,SHIVM,6,41,50.0,670.0,33500.0,2026-05-04
2026050403000002,SWBBL,45,62,100.0,756.0,75600.0,2026-05-04
2026050403000003,SWBBL,36,62,10.0,756.0,7560.0,2026-05-04
2026050405000004,NRN,92,39,10.0,1470.0,14700.0,2026-05-04
2026050405000005,NRN,92,81,40.0,1470.0,58800.0,2026-05-04
2026050405000006,NRN,42,81,20.0,1470.0,29400.0,2026-05-04
2026050404000003,SHPC,1,5,10.0,486.7,4867.0,2026-05-04
2026050403000004,LBBL,85,74,1000.0,504.0,504000.0,2026-05-04
2026050403000005,LBBL,85,56,250.0,504.0,126000.0,2026-05-04
2026050403000006,LBBL,85,34,1000.0,504.0,504000.0,2026-05-04
2026050403000007,LBBL,85,85,1750.0,504.0,882000.0,2026-05-04
2026050404000004,RIDI,57,28,10.0,349.0,3490.0,2026-05-04
2026050404000005,AKPL,36,35,10.0,255.0,2550.0,2026-05-04
2026050405000007,SAHAS,36,49,10.0,610.0,6100.0,2026-05-04
2026050405000008,SAHAS,45,49,3.0,610.0,1830.0,2026-05-04
2026050403000008,CORBL,88,7,10.0,2300.0,23000.0,2026-05-04
2026050401000013,NMB,36,41,10.0,252.4,2524.0,2026-05-04
2026050401000014,PRVU,35,29,20.0,196.0,3920.0,2026-05-04
2026050401000015,PRVU,35,57,12.0,196.0,2352.0,2026-05-04
2026050401000016,PRVU,35,41,43.0,196.0,8428.0,2026-05-04
2026050404000006,AKJCL,36,14,10.0,389.0,3890.0,2026-05-04
2026050404000007,AKJCL,36,14,10.0,389.0,3890.0,2026-05-04
2026050401000017,GBIME,42,29,20.0,219.5,4390.0,2026-05-04
2026050404000008,UPPER,36,79,68.0,203.8,13858.4,2026-05-04
2026050404000009,UPPER,36,44,2.0,203.8,407.6,2026-05-04
2026050404000010,UPPER,25,44,110.0,203.8,22418.0,2026-05-04
2026050405000009,BHL,34,51,63.0,207.0,13041.0,2026-05-04
2026050403000009,SLBBL,85,62,200.0,850.0,170000.0,2026-05-04
2026050403000010,SLBBL,85,74,1000.0,850.0,850000.0,2026-05-04
2026050403000011,SLBBL,85,62,200.0,850.0,170000.0,2026-05-04
2026050403000012,SLBBL,85,32,28.0,850.0,23800.0,2026-05-04
2026050405000010,RFPL,49,58,10.0,390.0,3900.0,2026-05-04
2026050405000011,RFPL,49,42,90.0,390.0,35100.0,2026-05-04
2026050401000018,PCBL,25,29,10.0,229.0,2290.0,2026-05-04
2026050405000012,KDBY,42,10,100.0,12.28,1228.0,2026-05-04
2026050404000011,HDHPC,60,62,10.0,233.0,2330.0,2026-05-04
2026050403000013,NMFBS,45,41,74.0,1051.9,77840.6,2026-05-04
2026050404000012,MEN,56,20,10.0,570.0,5700.0,2026-05-04
2026050405000013,PPL,51,34,10.0,330.6,3306.0,2026-05-04
2026050404000013,GLH,48,38,10.0,251.3,2513.0,2026-05-04
2026050403000014,ALBSL,84,33,31.0,1070.0,33170.0,2026-05-04
2026050405000014,AHL,56,22,10.0,535.0,5350.0,2026-05-04
2026050405000015,AHL,49,22,90.0,535.0,48150.0,2026-05-04
2026050405000016,AHL,49,36,10.0,535.0,5350.0,2026-05-04
2026050405000017,AHL,49,36,40.0,535.0,21400.0,2026-05-04
2026050404000014,AVYAN,41,48,10.0,1100.0,11000.0,2026-05-04
2026050405000018,MKHL,6,6,50.0,532.0,26600.0,2026-05-04
2026050405000019,MKHL,17,6,10.0,532.0,5320.0,2026-05-04
2026050405000020,MKHL,17,84,1.0,532.0,532.0,2026-05-04
2026050405000021,HRL,57,48,10.0,671.1,6711.0,2026-05-04
2026050401000019,TTL,16,42,10.0,795.0,7950.0,2026-05-04
2026050401000020,TTL,16,49,2.0,795.0,1590.0,2026-05-04
2026050401000021,BHCL,36,58,10.0,510.0,5100.0,2026-05-04
2026050401000022,MABEL,58,51,10.0,664.0,6640.0,2026-05-04
2026050401000023,BUNGAL,58,58,10.0,550.0,5500.0,2026-05-04
2026050401000024,BANDIPUR,49,42,10.0,825.0,8250.0,2026-05-04
2026050401000025,BANDIPUR,49,51,10.0,825.0,8250.0,2026-05-04
2026050401000026,BANDIPUR,49,47,10.0,825.0,8250.0,2026-05-04
2026050401000027,JHAPA,5,48,10.0,1564.0,15640.0,2026-05-04
2026050401000028,SAIL,45,13,10.0,1230.0,12300.0,2026-05-04
2026050401000029,SAIL,45,8,10.0,1230.0,12300.0,2026-05-04
2026050401000030,SAIL,45,38,30.0,1230.0,36900.0,2026-05-04
2026050401000031,SAIL,95,38,100.0,1230.0,123000.0,2026-05-04
2026050401000032,SAIL,41,38,10.0,1230.0,12300.0,2026-05-04
2026050401000033,SAIL,19,38,20.0,1230.0,24600.0,2026-05-04
2026050401000034,SYPNL,6,58,10.0,1550.0,15500.0,2026-05-04
2026050401000035,SYPNL,6,45,8.0,1550.0,12400.0,2026-05-04
2026050401000036,HFIN,45,58,10.0,994.0,9940.0,2026-05-04
2026050401000037,HFIN,45,51,10.0,994.0,9940.0,2026-05-04
2026050401000038,SOHL,58,58,10.0,710.0,7100.0,2026-05-04
2026050401000039,SKHL,36,41,10.0,1029.0,10290.0,2026-05-04
2026050401000040,SKHEL,95,62,10.0,1450.0,14500.0,2026-05-04
2026050401000041,SKHEL,36,58,10.0,1450.0,14500.0,2026-05-04
2026050401000042,SIPD,45,45,10.0,974.0,9740.0,2026-05-04
2026050401000043,SIPD,45,39,40.0,974.0,38960.0,2026-05-04
2026050401000044,SIPD,58,39,10.0,974.0,9740.0,2026-05-04
2026050401000045,SIPD,58,39,100.0,974.0,97400.0,2026-05-04
2026050401000046,PCIL,49,42,10.0,948.0,9480.0,2026-05-04
2026050401000047,PCIL,58,66,10.0,948.0,9480.0,2026-05-04
2026050401000048,PCIL,52,66,20.0,948.0,18960.0,2026-05-04
2026050401000049,PCIL,35,66,20.0,948.0,18960.0,2026-05-04
2026050401000050,PCIL,58,66,10.0,948.0,9480.0,2026-05-04
2026050401000051,PCIL,45,66,25.0,948.0,23700.0,2026-05-04
2026050401000052,SAIL,58,38,840.0,1220.0,1024800.0,2026-05-04
2026050401000053,SAIL,58,66,10.0,1230.0,12300.0,2026-05-04
2026050401000054,SAIL,58,61,100.0,1230.0,123000.0,2026-05-04
2026050401000055,SAIL,58,5,200.0,1235.0,247000.0,2026-05-04
2026050401000056,SAIL,58,57,100.0,1235.0,123500.0,2026-05-04
2026050401000057,SAIL,58,13,20.0,1236.0,24720.0,2026-05-04
2026050401000058,SAIL,58,13,100.0,1236.0,123600.0,2026-05-04
2026050401000059,SAIL,58,5,200.0,1236.0,247200.0,2026-05-04
2026050401000060,SAIL,58,45,100.0,1250.0,125000.0,2026-05-04
2026050401000061,SAIL,58,13,168.0,1250.0,210000.0,2026-05-04
2026050401000062,SAIL,58,42,150.0,1250.0,187500.0,2026-05-04
2026050401000063,SAIL,58,45,10.0,1255.0,12550.0,2026-05-04
2026050401000064,SAIL,58,13,20.0,1256.0,25120.0,2026-05-04
2026050401000065,SAIL,58,13,290.0,1256.0,364240.0,2026-05-04
2026050401000066,SAIL,58,64,10.0,1259.0,12590.0,2026-05-04
2026050401000067,SAIL,58,59,100.0,1260.0,126000.0,2026-05-04
2026050401000068,SAIL,58,45,10.0,1260.0,12600.0,2026-05-04
2026050401000069,SAIL,58,45,70.0,1262.0,88340.0,2026-05-04
2026050401000070,SAIL,58,5,200.0,1262.0,252400.0,2026-05-04
2026050401000071,SAIL,58,34,68.0,1262.0,85816.0,2026-05-04
2026050401000072,SAIL,58,45,160.0,1263.0,202080.0,2026-05-04
2026050401000073,SAIL,58,45,65.0,1263.0,82095.0,2026-05-04
2026050401000074,SAIL,58,50,50.0,1263.0,63150.0,2026-05-04
2026050401000075,SAIL,58,50,50.0,1263.0,63150.0,2026-05-04
2026050401000076,SAIL,58,34,100.0,1263.0,126300.0,2026-05-04
2026050401000077,SAIL,58,21,20.0,1263.0,25260.0,2026-05-04
2026050401000078,HFIN,45,58,10.0,1000.0,10000.0,2026-05-04
2026050401000079,PCIL,58,66,10.0,948.0,9480.0,2026-05-04
2026050401000080,SAIL,58,58,100.0,1287.0,128700.0,2026-05-04
2026050403000015,SWBBL,58,44,25.0,735.0,18375.0,2026-05-04
2026050401000081,SAIL,58,58,100.0,1325.0,132500.0,2026-05-04
2026050401000082,SAIL,58,58,100.0,1364.0,136400.0,2026-05-04
2026050401000083,SAIL,58,58,100.0,1400.0,140000.0,2026-05-04
2026050401000084,SYPNL,42,77,10.0,1480.0,14800.0,2026-05-04
2026050401000085,SAIL,58,58,60.0,1400.0,84000.0,2026-05-04
2026050401000086,SAIL,58,58,100.0,1404.0,140400.0,2026-05-04
2026050401000087,BUNGAL,58,58,10.0,557.1,5571.0,2026-05-04
2026050403000016,CORBL,45,87,1000.0,2280.0,2280000.0,2026-05-04
2026050403000017,CORBL,96,87,40.0,2280.0,91200.0,2026-05-04
2026050401000088,SAIL,58,58,10.0,1200.0,12000.0,2026-05-04
2026050401000089,JHAPA,57,5,30.0,1564.0,46920.0,2026-05-04
2026050401000090,JHAPA,57,48,10.0,1551.1,15511.0,2026-05-04
2026050401000091,SIPD,14,39,50.0,974.0,48700.0,2026-05-04
2026050401000092,SIPD,58,56,10.0,970.0,9700.0,2026-05-04
2026050401000093,NICA,35,85,700.0,375.0,262500.0,2026-05-04
2026050401000094,EBL,49,50,50.0,700.0,35000.0,2026-05-04
2026050401000095,NMB,58,62,50.0,245.0,12250.0,2026-05-04
2026050403000018,CORBL,96,16,10.0,2280.0,22800.0,2026-05-04
