date,close,open,high,low,volume,symbol
2018-07-23,106.0,108.0,108.0,106.0,920,GUFL
2018-07-23,146.0515,146.0515,149.1371,145.5372,4951,PCBL
2018-07-23,123.8156,119.7782,123.8156,119.7782,643,SHINE
2018-07-23,120.0,120.0,120.0,120.0,21006,BFC
2018-07-23,367.3021,369.5081,370.0596,365.0961,4310,EBL
2018-07-23,96.9911,97.6509,98.3107,96.9911,1705,SADBL
2018-07-23,347.0109,343.3962,347.0109,343.3962,520,NLICL
2018-07-23,133.798,132.992,133.798,131.38,154,UMHL
2018-07-23,322.2238,328.0706,328.0706,321.5742,1610,SBI
2018-07-23,95.1008,93.063,95.1008,92.3837,3756,PFL
2018-07-23,241.1119,237.0902,241.1119,237.0902,1688,SJLIC
2018-07-23,98.1109,95.8024,99.2651,95.8024,1046,JFL
2018-07-23,450.9245,448.2616,452.6998,447.374,3861,NLIC
2018-07-23,743.6089,719.4858,743.6089,719.4858,175,MSLB
2018-07-23,96.3041,96.3041,96.3041,96.3041,110,CORBL
2018-07-23,100.4444,100.4444,100.4444,100.4444,10,SFCL
2018-07-23,96.2702,95.789,96.5109,95.3077,12904,AHPC
2018-07-23,173.7515,173.031,176.3934,171.5899,7919,NICL
2018-07-23,501.4831,501.4831,501.4831,501.4831,11,JSLBB
2018-07-23,103.0,104.0,104.0,103.0,752,DHPL
2018-07-23,374.6164,382.1088,382.1088,374.6164,3270,OHL
2018-07-23,220.5179,224.6168,224.6168,220.5179,90,TRH
2018-07-23,103.6528,103.8978,103.8978,103.6528,210,PROFL
2018-07-23,103.208,101.4755,103.208,101.4755,265,SPDL
2018-07-23,301.3648,301.3648,301.3648,301.3648,50,IGI
2018-07-23,369.7422,354.8925,369.7422,354.8925,324,SICL
2018-07-23,438.252,432.1652,438.252,424.4552,1864,SPIL
2018-07-23,312.4889,304.5725,312.4889,304.5725,3451,CHCL
2018-07-23,549.4922,539.2213,549.4922,539.2213,260,LLBS
2018-07-23,170.8278,171.36,172.9565,169.7634,6206,SHPC
2018-07-23,233.9355,232.8648,238.218,231.7942,770,BPCL
2018-07-23,139.158,138.1882,139.158,137.7033,19973,GBIME
2018-07-23,349.1522,340.0241,349.1522,338.1984,372,VLBS
2018-07-23,80.7,80.3052,80.7,80.3052,81,RIDI
2018-07-23,273.9746,273.9746,277.7417,270.8924,1135,SLBBL
2018-07-23,144.1203,142.6554,144.1203,142.6554,896,AKPL
2018-07-23,263.9992,258.8942,263.9992,258.8942,1843,DDBL
2018-07-23,289.3503,285.6584,289.3503,280.5821,1985,NMLBBL
2018-07-23,81.0312,81.5923,81.5923,81.0312,550,NHPC
2018-07-23,354.4328,351.5036,357.6549,351.5036,850,SWBBL
2018-07-23,163.9819,165.0198,166.5766,163.9819,11435,SANIMA
2018-07-23,283.0555,278.3102,283.0555,277.9712,66,HLBSL
2018-07-23,295.8051,290.4915,295.8051,290.4915,631,SWMF
2018-07-23,239.7932,238.3822,239.7932,238.3822,272,SMATA
2018-07-23,115.0862,114.7145,115.6436,114.7145,194,API
2018-07-23,158.5194,158.0716,159.8628,157.6238,8746,NMB
2018-07-23,262.6546,261.5026,262.6546,261.5026,1562,UAIL
2018-07-23,231.3826,226.4637,231.3826,226.4637,208,MERO
2018-07-23,364.7892,367.3607,367.7281,361.8503,1271,NUBL
2018-07-23,525.1166,511.589,525.1166,511.589,1436,FOWAD
2018-07-23,356.3285,350.3845,356.7432,350.3845,1147,CIT
2018-07-23,106.3446,105.9973,107.0393,105.9973,81,CHL
2018-07-23,499.708,500.376,501.0441,497.7038,2043,SCB
2018-07-23,303.3505,303.0135,303.3505,302.6764,11306,NABIL
2018-07-23,9850.0,9700.0,9850.0,9700.0,90,RBCLPO
2018-07-23,163.3452,163.8671,165.4327,163.3452,3905,ADBL
2018-07-23,162.6311,162.1081,162.6311,161.0623,951,NICA
2018-07-23,145.4468,143.2851,145.4468,142.5645,2805,MNBBL
2018-07-23,123.5165,122.6405,123.5165,122.6405,30,GRDBL
2018-07-23,81.1187,78.3533,81.1187,78.3533,1208,GBBL
2018-07-23,412.5702,396.6661,412.5702,396.6661,284,NMFBS
2018-07-23,426.0,416.6667,432.6667,416.6667,3209,GBLBS
2018-07-23,299.2383,299.2383,299.2383,299.2383,80,MLBBL
2018-07-23,113.6255,111.5965,113.6255,111.5965,1128,MDB
2018-07-23,99.9438,99.0497,99.9438,99.0497,282,NGPL
2018-07-23,178.2065,173.905,178.2065,173.905,28941,NBL
2018-07-23,128.851,128.2285,129.4734,128.2285,2015,MBL
2018-07-23,80.3482,81.7336,81.7336,80.3482,60,CFCL
2018-07-23,282.3212,276.9943,282.3212,276.9943,924,RSDC
2018-07-23,106.7856,106.3108,107.7352,105.5986,840,RADHI
2018-07-23,111.3901,109.5935,113.1867,108.9946,6265,PRVU
2018-07-23,161.7683,160.6899,161.7683,160.6899,7196,SBL
2018-07-23,417.3469,415.4509,417.3469,415.4509,144,LICN
2018-07-23,770.0916,774.6551,774.6551,748.415,416,KMCDB
2018-07-23,101.4505,96.1895,101.4505,96.1895,34091,HIDCL
2018-07-23,114.0086,115.1779,115.1779,112.8392,6133,KBL
2018-07-23,269.0512,264.3214,269.0512,264.3214,1327,NLG
2018-07-23,5.4584,5.5857,5.5857,5.4584,31000,SEF
2018-07-23,274.0,270.0,276.0,270.0,210,HPPL
2018-07-23,77.2163,74.7454,77.2163,74.7454,2151,RLFL
2018-07-23,187.8779,186.3135,187.8779,184.7491,1100,EDBL
2018-07-23,251.992,244.709,251.992,241.7958,1864,CBBL
2018-07-23,349.2245,342.4435,349.2245,342.4435,6236,PRIN
2018-07-23,450.346,456.5748,456.5748,447.2316,1590,NTC
2018-07-23,91.4331,89.4738,91.4331,89.4738,1289,JBBL
2018-07-23,102.1047,102.1047,102.1047,102.1047,39,SAPDBL
2018-07-23,10699.0,10400.0,10700.0,10400.0,601,RBCL
2018-07-23,109.2357,108.2847,109.2357,107.8092,2541,BARUN
2018-07-23,250.9921,248.5787,253.4055,246.1653,1903,FMDBL
2018-07-23,155.1289,152.1108,155.1289,152.1108,1293,LSL
2018-07-23,89.5502,87.6313,89.5502,87.6313,1845,KSBBL
2018-07-23,108.203,110.1352,110.1352,108.203,7250,ICFC
2018-07-23,295.8022,277.8107,295.8022,277.8107,250,HBL
2018-07-23,324.7879,326.3671,326.8935,324.7879,25956,NIMB
2018-07-23,144.2516,141.7208,144.2516,141.7208,10918,CZBIL
2018-07-23,286.3402,286.3402,287.902,284.7783,15678,NIMBPO
2018-07-23,5472.8461,5365.5354,5472.8461,5365.5354,20,BNT
2018-07-23,211.0934,211.6172,212.403,210.3076,1402,ALICL
2018-07-23,79.1656,78.0958,79.1656,77.026,6140,LBBL
2018-07-23,243.4409,235.7349,247.722,235.7349,2653,NIL
2018-07-23,335.7674,326.2386,335.7674,325.2662,1033,NMBMF
2018-07-23,94.126,94.126,95.2017,93.5881,3852,MLBL
2018-07-23,258.9058,257.3028,258.9058,254.2971,88,GILB
2018-07-23,462.5296,453.1258,462.5296,451.0361,455,SALICO
2018-07-23,275.3456,267.2616,275.3456,262.3622,3204,SKBBL
2018-07-23,109.0,107.0,109.0,105.0,124,KKHC
