date,close,open,high,low,volume,symbol
2013-12-02,74.6618,72.5264,74.6618,72.5264,2514,EDBL
2013-12-02,155.0681,152.6067,155.8886,152.6067,1371,SALICO
2013-12-02,53.9442,50.9694,53.9442,50.9172,3485,DDBL
2013-12-02,77.5908,75.0137,78.7505,75.0137,18527,LSL
2013-12-02,319.1318,319.1318,319.1318,313.9902,779,SCB
2013-12-02,180.5161,179.7002,182.3519,178.6804,7823,NIMB
2013-12-02,102.5983,103.4347,104.2711,100.3679,9800,SHL
2013-12-02,83.2508,82.022,83.2508,82.022,94,UAIL
2013-12-02,51.0801,49.4344,51.0801,49.4344,7110,JBBL
2013-12-02,44.782,43.7626,45.0004,43.7626,4702,SWBBL
2013-12-02,104.2699,99.9417,104.2699,99.9417,4130,OHL
2013-12-02,84.8966,78.9591,86.156,76.8,20977,ADBL
2013-12-02,81.8414,81.3805,81.8414,81.3805,38,NICL
2013-12-02,93.4538,91.8563,93.4538,91.8563,430,TRH
2013-12-02,197.0376,193.8439,197.2505,193.8439,1000,SBI
2013-12-02,81.5351,79.1022,81.9093,79.1022,24501,MBL
2013-12-02,145.3776,138.4251,148.8539,138.4251,55978,NBL
2013-12-02,166.4085,160.0029,169.3978,160.0029,5362,NLICL
2013-12-02,107.5948,105.0175,110.888,104.7311,31973,NICA
2013-12-02,82.7583,80.2397,82.9262,80.0718,59468,KBL
2013-12-02,276.6837,272.2739,279.5371,271.7551,9298,BPCL
2013-12-02,101.6328,95.3195,101.6328,95.3195,412,NMLBBL
2013-12-02,84.6857,83.0988,85.7436,83.0988,9036,CZBIL
2013-12-02,64.1156,61.1421,64.1156,61.1421,17746,FMDBL
2013-12-02,105.7537,104.9742,105.7537,104.9742,9094,AHPC
2013-12-02,334.8081,333.4294,338.9444,333.1996,11694,CHCL
2013-12-02,78.1421,74.0949,78.4685,74.0949,12306,SICL
2013-12-02,274.4336,275.3189,276.6468,273.5483,4060,NTC
2013-12-02,41.872,41.872,41.872,41.872,66,GBBL
2013-12-02,125.3966,119.3372,125.3966,119.3372,13257,NLG
2013-12-02,204.9352,207.4431,208.088,204.9352,413,NLIC
2013-12-02,31.0166,31.0166,31.0166,31.0166,500,SHINE
2013-12-02,85.2679,86.135,86.7131,83.8226,5420,NMB
2013-12-02,72.0527,71.4916,73.175,71.4916,22680,NHPC
2013-12-02,50.8254,50.8254,50.8254,50.8254,20,JFL
2013-12-02,127.2433,121.9671,128.3813,121.9671,5666,ALICL
2013-12-02,42.516,39.7249,42.516,39.0271,5082,CBBL
2013-12-02,79.0896,76.6412,79.0896,76.6412,20439,SBL
2013-12-02,63.2392,61.1499,64.0226,61.1499,4168,ICFC
2013-12-02,68.6787,67.8146,69.2548,66.9505,20481,SANIMA
2013-12-02,243.2146,236.4841,243.2146,236.4841,576,LICN
2013-12-02,72.0734,72.2387,72.5692,71.4124,10918,PCBL
2013-12-02,232.2796,233.0136,233.7477,231.7902,4184,EBL
2013-12-02,66.9632,64.0053,66.9632,62.8676,7326,SKBBL
2013-12-02,47.4723,46.5553,47.4723,46.5553,157,NUBL
2013-12-02,113.2519,112.5639,113.2519,112.5639,290,CIT
2013-12-02,114.599,112.8254,115.4052,112.8254,11941,SJLIC
2013-12-02,241.0719,241.9429,241.9429,239.0396,5399,NABIL
2013-12-02,48.7406,46.5168,48.7406,46.5168,8906,MNBBL
2013-12-02,134.974,134.0962,136.0273,134.0962,4050,HBL
2013-12-02,36.9734,36.0831,36.9734,36.0831,51,SLBBL
