open,high,low,close,volume,symbol,date
736.6,736.6,736.6,736.6,,Finance_index,2009-05-04
640.89,640.89,640.89,640.89,,NEPSE_index,2009-05-04
641.59,641.59,641.59,641.59,,Banking_index,2009-05-04
218.02,218.02,218.02,218.02,,Trading_index,2009-05-04
,,,,,Sensitive_index,2009-05-04
363.11,363.11,363.11,363.11,,Hotels%20and%20Tourism_index,2009-05-04
605.08,605.08,605.08,605.08,,Others_index,2009-05-04
635.79,635.79,635.79,635.79,,Insurance_index,2009-05-04
761.92,761.92,761.92,761.92,,Development%20Bank_index,2009-05-04
843.63,843.63,843.63,843.63,,HydroPower_index,2009-05-04
