open,high,low,close,volume,symbol,date
276.09,280.75,274.59,274.84,674721000.0,Sensitive_index,2018-04-09
84.11,85.43,83.52,83.61,674721000.0,Sen.%20Float_index,2018-04-09
712.72,726.77,706.82,714.66,22558200.0,Others_index,2018-04-09
6163.67,6376.87,6123.55,6133.74,241687000.0,Insurance_index,2018-04-09
1294.65,1316.6,1286.76,1287.78,796424000.0,NEPSE_index,2018-04-09
661.26,665.64,659.71,660.09,5608300.0,Finance_index,2018-04-09
1525.66,1540.47,1507.02,1507.02,29220400.0,Development%20Bank_index,2018-04-09
1905.51,1918.21,1850.14,1861.71,6630840.0,Hotels%20and%20Tourism_index,2018-04-09
1495.04,1538.36,1483.39,1488.87,127840000.0,Microfinance_index,2018-04-09
1572.05,1597.04,1530.79,1541.76,68411300.0,HydroPower_index,2018-04-09
1152.81,1171.96,1146.23,1147.08,289639000.0,Banking_index,2018-04-09
93.51,95.02,92.81,92.89,796424000.0,Float_index,2018-04-09
209.36,209.36,209.36,209.36,18500.0,Trading_index,2018-04-09
