open,high,low,close,volume,symbol,date
2230.85,2230.85,2230.85,2230.85,,HydroPower_index,2015-02-23
743.67,743.67,743.67,743.67,,Others_index,2015-02-23
973.95,973.95,973.95,973.95,,NEPSE_index,2015-02-23
847.86,847.86,847.86,847.86,,Banking_index,2015-02-23
535.84,535.84,535.84,535.84,,Finance_index,2015-02-23
4282.29,4282.29,4282.29,4282.29,,Insurance_index,2015-02-23
2015.42,2015.42,2015.42,2015.42,,Hotels%20and%20Tourism_index,2015-02-23
56.16,56.16,56.16,56.16,,Sen.%20Float_index,2015-02-23
814.15,814.15,814.15,814.15,,Development%20Bank_index,2015-02-23
67.86,67.86,67.86,67.86,,Float_index,2015-02-23
191.08,191.08,191.08,191.08,,Trading_index,2015-02-23
206.68,206.68,206.68,206.68,,Sensitive_index,2015-02-23
