open,high,low,close,volume,symbol,date
380.9,380.9,380.9,380.9,,Hotels%20and%20Tourism_index,2011-10-16
584.15,584.15,584.15,584.15,,HydroPower_index,2011-10-16
401.72,401.72,401.72,401.72,,Insurance_index,2011-10-16
289.32,289.32,289.32,289.32,,Banking_index,2011-10-16
,,,,,Sensitive_index,2011-10-16
250.71,250.71,250.71,250.71,,Trading_index,2011-10-16
482.92,482.92,482.92,482.92,,Others_index,2011-10-16
331.59,331.59,331.59,331.59,,NEPSE_index,2011-10-16
275.08,275.08,275.08,275.08,,Finance_index,2011-10-16
278.87,278.87,278.87,278.87,,Development%20Bank_index,2011-10-16
