timestamp,open,high,low,close,volume,symbol,date_unix,date
1785888000.0,1487.98,1488.02,1470.67,1476.78,515284109.0,Banking_index,1785888000.0,2026-08-05
1785888000.0,5666.32,5675.69,5618.56,5632.33,255118687.0,Development%20Bank_index,1785888000.0,2026-08-05
1785888000.0,2420.88,2429.35,2405.13,2417.57,255251997.0,Finance_index,1785888000.0,2026-08-05
1785888000.0,4593.54,4598.68,4562.95,4575.94,103847513.0,Microfinance_index,1785888000.0,2026-08-05
1785888000.0,7297.57,7346.92,7287.63,7341.93,77739910.0,Hotels%20and%20Tourism_index,1785888000.0,2026-08-05
1785888000.0,3690.08,3749.4,3680.47,3749.4,2241184567.0,HydroPower_index,1785888000.0,2026-08-05
1785888000.0,11954.84,11959.8,11902.13,11946.28,63213433.0,Life%20Insurance_index,1785888000.0,2026-08-05
1785888000.0,10756.87,10794.6,10658.46,10712.26,18829464.0,Non%20Life%20Insurance_index,1785888000.0,2026-08-05
1785888000.0,1945.88,1952.08,1922.32,1934.96,94920388.0,Others_index,1785888000.0,2026-08-05
1785888000.0,97.07,98.47,96.82,97.56,174574816.0,Investment_index,1785888000.0,2026-08-05
1785888000.0,2666.96,2673.1,2652.93,2667.97,4409886457.0,NEPSE_index,1785888000.0,2026-08-05
1785888000.0,183.7,183.75,182.64,183.29,0.0,Float_index,1785888000.0,2026-08-05
1785888000.0,3308.17,3393.88,3266.73,3361.29,2351598.0,Trading_index,1785888000.0,2026-08-05
1785888000.0,21.12,21.13,20.98,21.11,0.0,Mutual%20Fund_index,1785888000.0,2026-08-05
1785888000.0,158.77,158.9,157.6,158.26,0.0,Sen.%20Float_index,1785888000.0,2026-08-05
1785888000.0,468.18,468.92,464.98,467.36,0.0,Sensitive_index,1785888000.0,2026-08-05
