open,high,low,close,volume,symbol,date
433.79,433.79,433.79,433.79,,Hotels%20and%20Tourism_index,2012-02-01
259.92,259.92,259.92,259.92,,Banking_index,2012-02-01
515.8,515.8,515.8,515.8,,Others_index,2012-02-01
,,,,,Sensitive_index,2012-02-01
316.77,316.77,316.77,316.77,,NEPSE_index,2012-02-01
524.93,524.93,524.93,524.93,,HydroPower_index,2012-02-01
220.11,220.11,220.11,220.11,,Trading_index,2012-02-01
395.73,395.73,395.73,395.73,,Insurance_index,2012-02-01
253.89,253.89,253.89,253.89,,Development%20Bank_index,2012-02-01
265.08,265.08,265.08,265.08,,Finance_index,2012-02-01
