open,high,low,close,volume,symbol,date
1094.89,1094.89,1094.89,1094.89,,Development%20Bank_index,2008-12-18
693.18,693.18,693.18,693.18,,Others_index,2008-12-18
720.52,720.52,720.52,720.52,,NEPSE_index,2008-12-18
361.22,361.22,361.22,361.22,,Hotels%20and%20Tourism_index,2008-12-18
206.32,206.32,206.32,206.32,,Trading_index,2008-12-18
,,,,,Sensitive_index,2008-12-18
731.34,731.34,731.34,731.34,,Insurance_index,2008-12-18
694.17,694.17,694.17,694.17,,Banking_index,2008-12-18
971.04,971.04,971.04,971.04,,Finance_index,2008-12-18
918.82,918.82,918.82,918.82,,HydroPower_index,2008-12-18
