open,high,low,close,volume,symbol,date
77.72,78.39,77.53,77.84,150872000.0,Sen.%20Float_index,2018-06-24
714.03,715.43,711.43,712.88,2915580.0,Others_index,2018-06-24
613.18,617.77,611.89,616.63,2794110.0,Finance_index,2018-06-24
1846.57,1870.25,1846.57,1846.57,1253800.0,Hotels%20and%20Tourism_index,2018-06-24
6200.18,6264.53,6168.65,6198.66,34264300.0,Insurance_index,2018-06-24
1029.23,1037.18,1026.44,1031.12,68598500.0,Banking_index,2018-06-24
1509.4,1515.64,1502.58,1503.29,10867800.0,HydroPower_index,2018-06-24
255.93,257.81,255.3,256.04,150872000.0,Sensitive_index,2018-06-24
1218.47,1227.74,1216.21,1219.81,173105000.0,NEPSE_index,2018-06-24
1623.18,1637.84,1621.29,1621.29,31354500.0,Microfinance_index,2018-06-24
87.38,88.14,87.2,87.56,173105000.0,Float_index,2018-06-24
1417.03,1437.72,1415.05,1420.35,19906700.0,Development%20Bank_index,2018-06-24
