open,high,low,close,volume,symbol,date
267.24,267.24,267.24,267.24,,Finance_index,2013-10-03
169.68,169.68,169.68,169.68,,Trading_index,2013-10-03
1316.5,1316.5,1316.5,1316.5,,HydroPower_index,2013-10-03
741.42,741.42,741.42,741.42,,Hotels%20and%20Tourism_index,2013-10-03
277.97,277.97,277.97,277.97,,Development%20Bank_index,2013-10-03
545.47,545.47,545.47,545.47,,NEPSE_index,2013-10-03
679.08,679.08,679.08,679.08,,Others_index,2013-10-03
130.79,130.79,130.79,130.79,,Sensitive_index,2013-10-03
517.18,517.18,517.18,517.18,,Banking_index,2013-10-03
1311.11,1311.11,1311.11,1311.11,,Insurance_index,2013-10-03
