open,high,low,close,volume,symbol,date
689.21,691.52,685.16,686.03,19225700.0,Others_index,2017-07-03
100.17,100.89,100.1,100.46,344552000.0,Sen.%20Float_index,2017-07-03
1897.53,1915.76,1897.53,1904.21,62580500.0,Development%20Bank_index,2017-07-03
1541.82,1551.98,1541.06,1544.29,402098000.0,NEPSE_index,2017-07-03
1920.71,1930.02,1907.09,1912.43,21535500.0,HydroPower_index,2017-07-03
112.93,113.74,112.88,113.19,402098000.0,Float_index,2017-07-03
740.19,740.66,733.84,735.81,23014200.0,Finance_index,2017-07-03
326.93,329.14,326.7,327.81,344552000.0,Sensitive_index,2017-07-03
1374.07,1386.31,1373.59,1380.18,161205000.0,Banking_index,2017-07-03
2220.81,2220.81,2204.25,2205.63,5878060.0,Hotels%20and%20Tourism_index,2017-07-03
8066.96,8119.16,8031.7,8059.67,108575000.0,Insurance_index,2017-07-03
