timestamp,open,high,low,close,volume,symbol,date_unix,date
1760572800.0,1337.37,1350.74,1332.13,1337.69,314186425.4,Banking_index,1760572800.0,2025-10-16
1760572800.0,5336.1,5354.79,5254.53,5270.31,421067436.6,Development%20Bank_index,1760572800.0,2025-10-16
1760572800.0,2188.14,2206.77,2147.84,2159.93,71179428.9,Finance_index,1760572800.0,2025-10-16
1760572800.0,4719.23,4727.12,4647.21,4685.17,316602524.1,Microfinance_index,1760572800.0,2025-10-16
1760572800.0,5952.5,5960.89,5873.5,5930.17,35353251.5,Hotels%20and%20Tourism_index,1760572800.0,2025-10-16
1760572800.0,3187.93,3197.35,3135.32,3147.74,1051470838.8,HydroPower_index,1760572800.0,2025-10-16
1760572800.0,12167.36,12261.23,12018.84,12058.13,112466003.9,Life%20Insurance_index,1760572800.0,2025-10-16
1760572800.0,10530.33,10568.12,10387.0,10484.79,83660990.0,Non%20Life%20Insurance_index,1760572800.0,2025-10-16
1760572800.0,2273.1,2300.0,2221.47,2231.59,274128495.6,Others_index,1760572800.0,2025-10-16
1760572800.0,100.95,102.34,100.16,100.44,315989304.4,Investment_index,1760572800.0,2025-10-16
1760572800.0,2505.73,2522.5969,2478.5653,2487.17,3268729673.96,NEPSE_index,1760572800.0,2025-10-16
1760572800.0,171.85,172.8209,170.0875,170.57,3234596473.3,Float_index,1760572800.0,2025-10-16
1760572800.0,3707.44,3773.16,3646.64,3692.66,4548242.7,Trading_index,1760572800.0,2025-10-16
1760572800.0,20.21,20.27,20.09,20.25,8007768.06,Mutual%20Fund_index,1760572800.0,2025-10-16
1760572800.0,148.43,149.385,147.0774,147.6,1604345701.7,Sen.%20Float_index,1760572800.0,2025-10-16
1760572800.0,437.53,440.6133,433.8933,435.29,1604345701.7,Sensitive_index,1760572800.0,2025-10-16
