open,high,low,close,volume,symbol,date
540.48,540.48,540.48,540.48,,Others_index,2010-03-16
,,,,,Sensitive_index,2010-03-16
576.89,576.89,576.89,576.89,,Insurance_index,2010-03-16
451.29,451.29,451.29,451.29,,Banking_index,2010-03-16
365.92,365.92,365.92,365.92,,Hotels%20and%20Tourism_index,2010-03-16
477.45,477.45,477.45,477.45,,Finance_index,2010-03-16
508.63,508.63,508.63,508.63,,Development%20Bank_index,2010-03-16
755.05,755.05,755.05,755.05,,HydroPower_index,2010-03-16
251.61,251.61,251.61,251.61,,Trading_index,2010-03-16
480.49,480.49,480.49,480.49,,NEPSE_index,2010-03-16
