timestamp,open,high,low,close,volume,symbol,date_unix,date
1754438400.0,4283.04,4337.71,4236.39,4292.69,4873246.0,Trading_index,1754438400.0,2025-08-06
1754438400.0,2840.03,2856.39,2826.99,2836.35,7631375952.0,NEPSE_index,1754438400.0,2025-08-06
1754438400.0,195.2,196.18,194.21,194.8,0.0,Float_index,1754438400.0,2025-08-06
1754438400.0,20.53,20.56,20.35,20.5,0.0,Mutual%20Fund_index,1754438400.0,2025-08-06
1754438400.0,167.6,168.03,166.52,166.96,0.0,Sen.%20Float_index,1754438400.0,2025-08-06
1754438400.0,12741.09,12798.9,12665.14,12718.83,137010604.0,Non%20Life%20Insurance_index,1754438400.0,2025-08-06
1754438400.0,2565.85,2629.81,2565.42,2600.59,640606216.0,Others_index,1754438400.0,2025-08-06
1754438400.0,13420.48,13442.73,13291.25,13308.14,252716926.0,Life%20Insurance_index,1754438400.0,2025-08-06
1754438400.0,3700.71,3724.61,3687.85,3696.36,2936188445.0,HydroPower_index,1754438400.0,2025-08-06
1754438400.0,6942.71,6969.89,6870.92,6918.67,110288793.0,Hotels%20and%20Tourism_index,1754438400.0,2025-08-06
1754438400.0,5368.53,5474.4,5350.75,5439.52,1075567117.0,Microfinance_index,1754438400.0,2025-08-06
1754438400.0,2565.7,2577.87,2547.38,2553.81,178727479.0,Finance_index,1754438400.0,2025-08-06
1754438400.0,6026.34,6083.65,5981.61,6001.19,601464987.0,Development%20Bank_index,1754438400.0,2025-08-06
1754438400.0,1495.3,1495.3,1476.51,1480.74,522693199.0,Banking_index,1754438400.0,2025-08-06
1754438400.0,114.03,115.04,113.32,113.92,533904119.0,Investment_index,1754438400.0,2025-08-06
1754438400.0,490.5,491.14,487.19,488.13,0.0,Sensitive_index,1754438400.0,2025-08-06
