open,high,low,close,volume,symbol,date
182.83,182.83,182.83,182.83,,Trading_index,2014-05-21
773.04,773.04,773.04,773.04,,Others_index,2014-05-21
1812.69,1812.69,1812.69,1812.69,,Hotels%20and%20Tourism_index,2014-05-21
180.39,180.39,180.39,180.39,,Sensitive_index,2014-05-21
563.53,563.53,563.53,563.53,,Development%20Bank_index,2014-05-21
3568.99,3568.99,3568.99,3568.99,,Insurance_index,2014-05-21
58.1,58.1,58.1,58.1,,Float_index,2014-05-21
738.67,738.67,738.67,738.67,,Banking_index,2014-05-21
47.85,47.85,47.85,47.85,,Sen.%20Float_index,2014-05-21
848.47,848.47,848.47,848.47,,NEPSE_index,2014-05-21
409.43,409.43,409.43,409.43,,Finance_index,2014-05-21
2361.05,2361.05,2361.05,2361.05,,HydroPower_index,2014-05-21
