open,high,low,close,volume,symbol,date
413.6,413.6,413.6,413.6,,Hotels%20and%20Tourism_index,2008-02-06
1132.9,1132.9,1132.9,1132.9,,HydroPower_index,2008-02-06
818.1,818.1,818.1,818.1,,Others_index,2008-02-06
,,,,,Sensitive_index,2008-02-06
698.0,698.0,698.0,698.0,,Banking_index,2008-02-06
162.3,162.3,162.3,162.3,,Trading_index,2008-02-06
723.5,723.5,723.5,723.5,,NEPSE_index,2008-02-06
805.1,805.1,805.1,805.1,,Insurance_index,2008-02-06
920.1,920.1,920.1,920.1,,Finance_index,2008-02-06
1084.7,1084.7,1084.7,1084.7,,Development%20Bank_index,2008-02-06
