open,high,low,close,volume,symbol,date
638.39,638.39,638.39,638.39,,Finance_index,2009-09-23
,,,,,Sensitive_index,2009-09-23
630.45,630.45,630.45,630.45,,NEPSE_index,2009-09-23
657.94,657.94,657.94,657.94,,Others_index,2009-09-23
261.3,261.3,261.3,261.3,,Trading_index,2009-09-23
656.48,656.48,656.48,656.48,,Development%20Bank_index,2009-09-23
606.21,606.21,606.21,606.21,,Insurance_index,2009-09-23
366.85,366.85,366.85,366.85,,Hotels%20and%20Tourism_index,2009-09-23
832.57,832.57,832.57,832.57,,HydroPower_index,2009-09-23
630.76,630.76,630.76,630.76,,Banking_index,2009-09-23
