open,high,low,close,volume,symbol,date
4624.48,4647.32,4603.95,4608.92,221398765.8,Microfinance_index,2025-05-06
113.17,114.15,112.65,112.78,912161321.6,Investment_index,2025-05-06
1300.59,1307.91,1294.96,1296.0,267184683.2,Banking_index,2025-05-06
440.07,443.0891,440.0722,440.26,5043889299.4,Sensitive_index,2025-05-06
12973.77,13094.39,12973.77,12990.71,212414136.6,Life%20Insurance_index,2025-05-06
2289.95,2336.47,2267.43,2269.95,369626091.9,Others_index,2025-05-06
3485.03,3536.57,3485.03,3526.26,5812391544.1,HydroPower_index,2025-05-06
6352.08,6368.93,6315.02,6331.09,48964261.5,Hotels%20and%20Tourism_index,2025-05-06
2608.6,2625.7046,2608.5732,2611.43,8746644793.65,NEPSE_index,2025-05-06
176.28,177.0957,176.1413,176.21,8569434799.0,Float_index,2025-05-06
19.56,19.63,19.48,19.52,8890036.35,Mutual%20Fund_index,2025-05-06
12280.62,12453.1,12280.62,12337.75,110630686.2,Non%20Life%20Insurance_index,2025-05-06
149.03,149.9034,148.9961,149.09,5043889299.4,Sen.%20Float_index,2025-05-06
4460.27,4666.95,4439.71,4550.95,60380628.6,Trading_index,2025-05-06
5224.34,5265.44,5190.59,5221.37,353973803.3,Development%20Bank_index,2025-05-06
2340.89,2353.75,2311.6,2313.15,158902773.3,Finance_index,2025-05-06
