open,high,low,close,volume,symbol,date
188.42,188.42,188.42,188.42,,Trading_index,2014-07-17
1929.38,1929.38,1929.38,1929.38,,Hotels%20and%20Tourism_index,2014-07-17
756.59,756.59,756.59,756.59,,Others_index,2014-07-17
695.47,695.47,695.47,695.47,,Development%20Bank_index,2014-07-17
517.96,517.96,517.96,517.96,,Finance_index,2014-07-17
1045.89,1045.89,1045.89,1045.89,,NEPSE_index,2014-07-17
61.48,61.48,61.48,61.48,,Sen.%20Float_index,2014-07-17
957.63,957.63,957.63,957.63,,Banking_index,2014-07-17
4401.9,4401.9,4401.9,4401.9,,Insurance_index,2014-07-17
3075.4,3075.4,3075.4,3075.4,,HydroPower_index,2014-07-17
73.82,73.82,73.82,73.82,,Float_index,2014-07-17
224.53,224.53,224.53,224.53,,Sensitive_index,2014-07-17
