open,high,low,close,volume,symbol,date
235.3,235.3,235.3,235.3,,Development%20Bank_index,2012-03-28
,,,,,Sensitive_index,2012-03-28
300.15,300.15,300.15,300.15,,NEPSE_index,2012-03-28
462.15,462.15,462.15,462.15,,HydroPower_index,2012-03-28
435.88,435.88,435.88,435.88,,Hotels%20and%20Tourism_index,2012-03-28
477.04,477.04,477.04,477.04,,Others_index,2012-03-28
383.35,383.35,383.35,383.35,,Insurance_index,2012-03-28
221.44,221.44,221.44,221.44,,Trading_index,2012-03-28
250.24,250.24,250.24,250.24,,Banking_index,2012-03-28
257.17,257.17,257.17,257.17,,Finance_index,2012-03-28
