timestamp,open,high,low,close,volume,symbol,date_unix,date
1759017600.0,1400.09,1408.5,1397.93,1408.49,307515197.6,Banking_index,1759017600.0,2025-09-28
1759017600.0,5713.06,5743.82,5701.61,5740.1,187759087.9,Development%20Bank_index,1759017600.0,2025-09-28
1759017600.0,2372.93,2397.87,2369.98,2377.22,52327209.8,Finance_index,1759017600.0,2025-09-28
1759017600.0,5007.7,5046.94,5003.11,5037.65,196637786.6,Microfinance_index,1759017600.0,2025-09-28
1759017600.0,6517.68,6533.38,6442.8,6507.5,37832143.5,Hotels%20and%20Tourism_index,1759017600.0,2025-09-28
1759017600.0,3459.92,3477.8,3441.51,3477.29,1304173377.2,HydroPower_index,1759017600.0,2025-09-28
1759017600.0,12663.38,12749.76,12613.86,12749.76,95675194.7,Life%20Insurance_index,1759017600.0,2025-09-28
1759017600.0,11145.97,11182.7,11073.62,11182.69,68220780.5,Non%20Life%20Insurance_index,1759017600.0,2025-09-28
1759017600.0,2439.67,2465.57,2433.28,2433.43,221006641.0,Others_index,1759017600.0,2025-09-28
1759017600.0,106.67,107.75,105.53,106.63,189861283.4,Investment_index,1759017600.0,2025-09-28
1759017600.0,2655.86,2671.6826,2647.9635,2663.51,2934449791.94,NEPSE_index,1759017600.0,2025-09-28
1759017600.0,182.09,183.1659,181.6202,182.95,2732789864.4,Float_index,1759017600.0,2025-09-28
1759017600.0,3903.68,3972.97,3872.88,3853.38,5911891.0,Trading_index,1759017600.0,2025-09-28
1759017600.0,20.42,20.62,20.42,20.61,10124311.34,Mutual%20Fund_index,1759017600.0,2025-09-28
1759017600.0,156.93,157.7118,156.4866,157.61,1145291103.0,Sen.%20Float_index,1759017600.0,2025-09-28
1759017600.0,460.31,462.524,459.2383,462.5,1145291103.0,Sensitive_index,1759017600.0,2025-09-28
