open,high,low,close,volume,symbol,date
1349.93,1349.93,1336.21,1338.95,216099463.1,Banking_index,2022-08-28
139.57,139.5717,137.217,137.35,2036964375.9,Float_index,2022-08-28
65.66,66.01,64.32,64.32,77159969.0,Investment_index,2022-08-28
3639.7,3651.01,3542.43,3545.59,167852495.1,Development%20Bank_index,2022-08-28
2021.2,2049.52,1966.48,1970.78,8164996.5,Trading_index,2022-08-28
128.32,128.3171,125.7168,125.9,735943240.5,Sen.%20Float_index,2022-08-28
2718.24,2725.54,2646.58,2646.85,11869193.2,Hotels%20and%20Tourism_index,2022-08-28
2385.6,2393.49,2303.47,2303.56,773667169.9,HydroPower_index,2022-08-28
2022.32,2022.76,1987.0427,1989.26,2059164853.46,NEPSE_index,2022-08-28
14.44,14.52,14.35,14.52,9558983.16,Mutual%20Fund_index,2022-08-28
1736.3,1740.18,1670.35,1671.43,203361865.7,Finance_index,2022-08-28
9441.3,9495.21,9318.79,9326.42,79564399.9,Life%20Insurance_index,2022-08-28
4614.74,4628.33,4504.52,4511.11,230372433.1,Microfinance_index,2022-08-28
8121.17,8121.17,7961.19,7955.23,63077974.4,Non%20Life%20Insurance_index,2022-08-28
391.72,391.7167,385.0803,385.7,743568876.4,Sensitive_index,2022-08-28
1476.15,1482.86,1441.96,1464.14,71591441.7,Others_index,2022-08-28
