open,high,low,close,volume,symbol,date
247.47,247.47,247.47,247.47,,Development%20Bank_index,2013-02-06
250.48,250.48,250.48,250.48,,Finance_index,2013-02-06
185.61,185.61,185.61,185.61,,Trading_index,2013-02-06
495.28,495.28,495.28,495.28,,Banking_index,2013-02-06
763.65,763.65,763.65,763.65,,Others_index,2013-02-06
995.86,995.86,995.86,995.86,,HydroPower_index,2013-02-06
816.2,816.2,816.2,816.2,,Insurance_index,2013-02-06
645.89,645.89,645.89,645.89,,Hotels%20and%20Tourism_index,2013-02-06
513.0,513.0,513.0,513.0,,NEPSE_index,2013-02-06
,,,,,Sensitive_index,2013-02-06
