open,high,low,close,volume,symbol,date
162.39,164.162,157.8115,158.32,2872820496.9,Sen.%20Float_index,2024-09-01
189.77,191.6179,185.0723,185.76,10306489039.4,Float_index,2024-09-01
13125.56,13299.78,12924.45,12946.46,430244547.5,Non%20Life%20Insurance_index,2024-09-01
490.02,495.1294,478.7669,480.88,4366696454.8,Sensitive_index,2024-09-01
5105.49,5152.92,5000.73,5011.15,770739283.9,Microfinance_index,2024-09-01
2101.5,2174.23,2070.57,2079.44,581441181.1,Others_index,2024-09-01
1561.66,1573.53,1517.71,1523.24,1127235077.7,Banking_index,2024-09-01
21.98,22.19,21.98,22.15,56445826.62,Mutual%20Fund_index,2024-09-01
7185.0,7232.63,6900.2,6942.34,242905804.3,Hotels%20and%20Tourism_index,2024-09-01
13442.8,13649.4,13249.0,13291.34,761993573.9,Life%20Insurance_index,2024-09-01
3558.18,3610.01,3439.64,3437.26,1609566374.7,Finance_index,2024-09-01
3419.82,3445.58,3320.29,3337.01,3066228693.0,HydroPower_index,2024-09-01
2749.68,2781.7579,2686.6197,2695.93,10515858379.92,NEPSE_index,2024-09-01
111.19,113.61,109.27,109.87,740409693.9,Investment_index,2024-09-01
5431.74,5502.52,5293.35,5335.28,739484393.1,Development%20Bank_index,2024-09-01
3772.1,3833.1,3737.88,3764.87,21074669.8,Trading_index,2024-09-01
