open,high,low,close,volume,symbol,date
1588.0176,1588.0176,1581.7588,1586.29,2496330000.0,NEPSE_index,2020-10-06
110.3978,110.3978,109.9462,110.29,2496330000.0,Float_index,2020-10-06
10.5442,10.5442,10.4374,10.53,3577640.0,Mutual%20Fund_index,2020-10-06
1310.767,1371.3332,1305.7701,1371.33,1037790000.0,HydroPower_index,2020-10-06
1027.5974,1031.1421,1022.1495,1026.1,149660000.0,Others_index,2020-10-06
1276.5533,1276.5533,1265.8735,1269.69,577703000.0,Banking_index,2020-10-06
9607.9455,9629.74,9565.8699,9577.02,119067000.0,Life%20Insurance_index,2020-10-06
1058.6311,1064.0791,1052.2011,1064.07,1736310.0,Trading_index,2020-10-06
777.8301,789.7084,777.8301,788.45,179098000.0,Finance_index,2020-10-06
7976.2721,8004.2807,7880.1116,7895.9,252596000.0,Non%20Life%20Insurance_index,2020-10-06
1987.5506,2017.8612,1984.0062,2001.95,342563000.0,Development%20Bank_index,2020-10-06
1758.8083,1776.4779,1757.3595,1765.03,9538220.0,Hotels%20and%20Tourism_index,2020-10-06
103.6512,103.6512,102.9306,103.23,1702460000.0,Sen.%20Float_index,2020-10-06
2555.7995,2560.4629,2535.0671,2540.79,113788000.0,Microfinance_index,2020-10-06
314.0931,314.0931,312.1359,313.22,2601750000.0,Sensitive_index,2020-10-06
