timestamp,open,high,low,close,volume,symbol,date_unix,date
1773273600.0,1458.68,1489.99,1445.25,1484.57,1421668660.4,Banking_index,1773273600.0,2026-03-12
1773273600.0,5963.25,6050.51,5922.79,6040.19,493456246.1,Development%20Bank_index,1773273600.0,2026-03-12
1773273600.0,2556.58,2605.26,2549.89,2597.18,437476921.8,Finance_index,1773273600.0,2026-03-12
1773273600.0,5041.78,5079.64,5025.58,5057.41,377222788.1,Microfinance_index,1773273600.0,2026-03-12
1773273600.0,7506.23,7598.16,7475.05,7501.65,151633079.9,Hotels%20and%20Tourism_index,1773273600.0,2026-03-12
1773273600.0,3746.82,3795.88,3728.71,3779.53,8823849903.37,HydroPower_index,1773273600.0,2026-03-12
1773273600.0,13458.64,13531.52,13367.06,13508.36,280409646.3,Life%20Insurance_index,1773273600.0,2026-03-12
1773273600.0,11526.31,11555.56,11398.13,11507.16,122572322.2,Non%20Life%20Insurance_index,1773273600.0,2026-03-12
1773273600.0,2414.08,2416.71,2377.06,2385.87,355703672.8,Others_index,1773273600.0,2026-03-12
1773273600.0,109.83,112.0,108.82,111.11,1162035170.4,Investment_index,1773273600.0,2026-03-12
1773273600.0,2800.06,2830.2764,2781.0076,2820.44,14548677633.27,NEPSE_index,1773273600.0,2026-03-12
1773273600.0,193.41,195.7264,192.1242,195.07,13945118307.57,Float_index,1773273600.0,2026-03-12
1773273600.0,3716.57,3772.32,3703.86,3722.05,21468054.6,Trading_index,1773273600.0,2026-03-12
1773273600.0,21.79,21.88,21.61,21.87,19039176.6,Mutual%20Fund_index,1773273600.0,2026-03-12
1773273600.0,164.39,166.4481,163.2401,165.82,4625489641.2,Sen.%20Float_index,1773273600.0,2026-03-12
1773273600.0,482.2,487.9471,478.7237,486.38,4625489641.2,Sensitive_index,1773273600.0,2026-03-12
