open,high,low,close,volume,symbol,date
725.12,725.12,725.12,725.12,,Banking_index,2014-04-02
802.96,802.96,802.96,802.96,,NEPSE_index,2014-04-02
172.97,172.97,172.97,172.97,,Sensitive_index,2014-04-02
2305.07,2305.07,2305.07,2305.07,,HydroPower_index,2014-04-02
1547.52,1547.52,1547.52,1547.52,,Hotels%20and%20Tourism_index,2014-04-02
2910.21,2910.21,2910.21,2910.21,,Insurance_index,2014-04-02
395.17,395.17,395.17,395.17,,Finance_index,2014-04-02
502.91,502.91,502.91,502.91,,Development%20Bank_index,2014-04-02
182.83,182.83,182.83,182.83,,Trading_index,2014-04-02
776.57,776.57,776.57,776.57,,Others_index,2014-04-02
