open,high,low,close,volume,symbol,date
1836.1275,1878.3621,1819.7711,1878.36,821632000.0,HydroPower_index,2021-01-21
1874.4597,1874.4597,1823.0722,1839.39,547435000.0,Others_index,2021-01-21
1980.4194,2075.6321,1980.4194,2019.52,14954200.0,Hotels%20and%20Tourism_index,2021-01-21
143.9778,143.9778,142.5684,143.05,6407830000.0,Sen.%20Float_index,2021-01-21
12.232,12.232,12.0862,12.17,21394000.0,Mutual%20Fund_index,2021-01-21
11037.1612,11482.3145,11004.8901,11482.31,2600750000.0,Non%20Life%20Insurance_index,2021-01-21
2580.6028,2581.1752,2550.1269,2555.97,1360470000.0,Development%20Bank_index,2021-01-21
449.8572,449.8572,444.0239,445.59,8126020000.0,Sensitive_index,2021-01-21
3858.9143,4012.9421,3858.062,4008.45,1107060000.0,Microfinance_index,2021-01-21
2372.8629,2376.1314,2354.7099,2374.64,7667080000.0,NEPSE_index,2021-01-21
1747.9671,1748.2967,1720.767,1724.06,1724630000.0,Banking_index,2021-01-21
2970.2894,2976.8885,2922.9188,2967.52,12065400.0,Trading_index,2021-01-21
1138.2873,1162.677,1134.775,1156.57,618145000.0,Finance_index,2021-01-21
162.3436,162.476,161.0903,162.44,7667080000.0,Float_index,2021-01-21
16522.1847,16903.395,16405.6095,16782.97,1165790000.0,Life%20Insurance_index,2021-01-21
