open,high,low,close,volume,symbol,date
722.86,722.86,722.86,722.86,,HydroPower_index,2011-04-27
498.19,498.19,498.19,498.19,,Others_index,2011-04-27
442.68,442.68,442.68,442.68,,Insurance_index,2011-04-27
299.26,299.26,299.26,299.26,,Banking_index,2011-04-27
309.63,309.63,309.63,309.63,,Finance_index,2011-04-27
261.08,261.08,261.08,261.08,,Trading_index,2011-04-27
,,,,,Sensitive_index,2011-04-27
434.83,434.83,434.83,434.83,,Hotels%20and%20Tourism_index,2011-04-27
350.15,350.15,350.15,350.15,,NEPSE_index,2011-04-27
308.64,308.64,308.64,308.64,,Development%20Bank_index,2011-04-27
