open,high,low,close,volume,symbol,date
400.07,400.07,400.07,400.07,,Development%20Bank_index,2010-10-28
542.83,542.83,542.83,542.83,,Others_index,2010-10-28
458.17,458.17,458.17,458.17,,Insurance_index,2010-10-28
393.94,393.94,393.94,393.94,,Banking_index,2010-10-28
424.9,424.9,424.9,424.9,,NEPSE_index,2010-10-28
359.33,359.33,359.33,359.33,,Finance_index,2010-10-28
266.87,266.87,266.87,266.87,,Trading_index,2010-10-28
,,,,,Sensitive_index,2010-10-28
718.33,718.33,718.33,718.33,,HydroPower_index,2010-10-28
402.48,402.48,402.48,402.48,,Hotels%20and%20Tourism_index,2010-10-28
