open,high,low,close,volume,symbol,date
3833.92,3883.08,3815.11,3818.41,25306812.0,Trading_index,2021-08-18
3857.57,3961.44,3849.43,3855.35,6819610502.1,HydroPower_index,2021-08-18
3079.99,3234.22,3079.99,3191.95,2527992730.7,Finance_index,2021-08-18
3172.3,3220.8611,3153.4217,3198.19,21311075301.27,NEPSE_index,2021-08-18
594.31,603.8899,591.3318,598.15,22074311313.4,Sensitive_index,2021-08-18
17.17,17.24,16.92,16.91,110783977.57,Mutual%20Fund_index,2021-08-18
120.76,123.6,120.05,123.24,1053017531.2,Investment_index,2021-08-18
5948.93,5968.4,5900.25,5940.73,1364346977.9,Microfinance_index,2021-08-18
14257.36,14403.69,14154.41,14324.34,647928328.9,Non%20Life%20Insurance_index,2021-08-18
6046.57,6425.66,5971.49,6292.21,4143006946.0,Development%20Bank_index,2021-08-18
2086.46,2118.31,2065.57,2100.26,2685359205.2,Banking_index,2021-08-18
2059.74,2093.06,2028.58,2040.83,318904976.7,Others_index,2021-08-18
199.91,203.6228,198.5466,201.76,14713185312.4,Sen.%20Float_index,2021-08-18
222.0,225.6683,220.3505,223.96,21168073739.4,Float_index,2021-08-18
3630.43,3687.94,3563.39,3639.27,81004517.4,Hotels%20and%20Tourism_index,2021-08-18
17754.65,17764.56,17523.66,17750.31,830481179.8,Life%20Insurance_index,2021-08-18
