open,high,low,close,volume,symbol,date
5606.98,5606.98,5543.72,5546.27,6966530.0,Non%20Life%20Insurance_index,2018-11-04
81.54,81.54,80.49,80.5,232895000.0,Sen.%20Float_index,2018-11-04
5539.3,5539.3,5447.28,5458.73,55830800.0,Life%20Insurance_index,2018-11-04
1435.07,1437.59,1426.62,1427.13,11912200.0,Microfinance_index,2018-11-04
608.96,608.96,605.23,605.93,1858030.0,Finance_index,2018-11-04
1221.19,1221.22,1206.48,1207.28,280206000.0,NEPSE_index,2018-11-04
1476.67,1476.67,1465.02,1469.93,16419200.0,Development%20Bank_index,2018-11-04
739.97,745.17,736.19,745.17,4200590.0,Others_index,2018-11-04
1080.01,1080.12,1062.26,1062.48,169958000.0,Banking_index,2018-11-04
1307.76,1307.76,1290.09,1298.07,11212900.0,HydroPower_index,2018-11-04
1863.11,1865.55,1837.92,1837.92,691331.0,Hotels%20and%20Tourism_index,2018-11-04
88.72,88.72,87.58,87.59,280206000.0,Float_index,2018-11-04
259.72,259.74,256.58,256.81,232895000.0,Sensitive_index,2018-11-04
