open,high,low,close,volume,symbol,date
597.07,597.07,597.07,597.07,,HydroPower_index,2011-11-15
,,,,,Sensitive_index,2011-11-15
250.62,250.62,250.62,250.62,,Trading_index,2011-11-15
272.82,272.82,272.82,272.82,,Finance_index,2011-11-15
491.14,491.14,491.14,491.14,,Others_index,2011-11-15
277.45,277.45,277.45,277.45,,Development%20Bank_index,2011-11-15
326.95,326.95,326.95,326.95,,NEPSE_index,2011-11-15
277.92,277.92,277.92,277.92,,Banking_index,2011-11-15
408.91,408.91,408.91,408.91,,Insurance_index,2011-11-15
384.85,384.85,384.85,384.85,,Hotels%20and%20Tourism_index,2011-11-15
