open,high,low,close,volume,symbol,date
658.4,658.4,658.4,658.4,,Banking_index,2009-04-02
772.98,772.98,772.98,772.98,,Finance_index,2009-04-02
355.62,355.62,355.62,355.62,,Hotels%20and%20Tourism_index,2009-04-02
618.0,618.0,618.0,618.0,,Others_index,2009-04-02
890.1,890.1,890.1,890.1,,HydroPower_index,2009-04-02
661.96,661.96,661.96,661.96,,NEPSE_index,2009-04-02
214.08,214.08,214.08,214.08,,Trading_index,2009-04-02
,,,,,Sensitive_index,2009-04-02
664.79,664.79,664.79,664.79,,Insurance_index,2009-04-02
875.46,875.46,875.46,875.46,,Development%20Bank_index,2009-04-02
