open,high,low,close,volume,symbol,date
72.56,73.09,72.05,72.29,41949246.5,Investment_index,2022-05-26
437.05,437.3511,433.245,436.47,316056936.0,Sensitive_index,2022-05-26
15.21,15.34,15.2,15.34,2149302.5,Mutual%20Fund_index,2022-05-26
3871.81,3902.81,3829.96,3850.89,51636005.9,Development%20Bank_index,2022-05-26
139.71,139.9439,138.7115,139.64,316056936.0,Sen.%20Float_index,2022-05-26
2594.42,2607.23,2559.37,2582.19,232081330.8,HydroPower_index,2022-05-26
153.31,153.6463,152.2157,153.35,884195501.6,Float_index,2022-05-26
2240.61,2245.4269,2222.8946,2239.6,889536768.7,NEPSE_index,2022-05-26
1690.93,1701.16,1664.35,1676.34,26436421.1,Others_index,2022-05-26
9548.37,9634.92,9464.66,9550.92,32156234.5,Non%20Life%20Insurance_index,2022-05-26
4573.96,4593.61,4539.74,4570.49,105012031.0,Microfinance_index,2022-05-26
1552.11,1555.06,1537.72,1554.95,243907816.4,Banking_index,2022-05-26
1635.95,1650.49,1621.01,1632.34,37017006.9,Finance_index,2022-05-26
10768.51,10897.79,10733.73,10858.39,74386477.9,Life%20Insurance_index,2022-05-26
2849.57,2857.36,2823.4,2828.63,9979228.1,Hotels%20and%20Tourism_index,2022-05-26
1933.52,1951.5,1932.3,1941.01,3503183.0,Trading_index,2022-05-26
