open,high,low,close,volume,symbol,date
4584.53,4788.76,4519.81,4784.35,261187621.1,Hotels%20and%20Tourism_index,2023-06-15
10574.03,10714.78,10474.31,10694.9,404020594.8,Non%20Life%20Insurance_index,2023-06-15
1435.43,1448.86,1410.5,1438.4,83512696.2,Others_index,2023-06-15
1703.3,1704.76,1675.23,1686.96,100578799.9,Finance_index,2023-06-15
2583.87,2584.72,2523.29,2538.93,15063224.4,Trading_index,2023-06-15
2584.21,2591.63,2545.98,2571.74,825635716.8,HydroPower_index,2023-06-15
3732.06,3742.35,3677.08,3711.06,151891178.8,Development%20Bank_index,2023-06-15
127.25,127.9329,126.003,126.88,918256505.1,Sen.%20Float_index,2023-06-15
14.07,14.08,13.98,14.08,3960618.88,Mutual%20Fund_index,2023-06-15
1242.73,1245.23,1231.69,1236.49,316599604.2,Banking_index,2023-06-15
383.83,386.7243,379.8756,383.39,921243946.4,Sensitive_index,2023-06-15
71.77,72.35,70.85,71.57,122205420.7,Investment_index,2023-06-15
141.93,142.4949,140.4753,142.02,3112606411.0,Float_index,2023-06-15
10600.65,10891.86,10550.68,10881.6,407870147.2,Life%20Insurance_index,2023-06-15
2040.58,2050.0312,2017.7045,2042.07,3162209057.58,NEPSE_index,2023-06-15
3824.85,3853.26,3765.42,3803.36,185891016.0,Microfinance_index,2023-06-15
