open,high,low,close,volume,symbol,date
712.14,712.14,712.14,712.14,,Banking_index,2009-05-25
276.72,276.72,276.72,276.72,,Trading_index,2009-05-25
363.11,363.11,363.11,363.11,,Hotels%20and%20Tourism_index,2009-05-25
756.73,756.73,756.73,756.73,,Finance_index,2009-05-25
641.76,641.76,641.76,641.76,,Insurance_index,2009-05-25
731.26,731.26,731.26,731.26,,Development%20Bank_index,2009-05-25
863.38,863.38,863.38,863.38,,HydroPower_index,2009-05-25
710.8,710.8,710.8,710.8,,Others_index,2009-05-25
701.51,701.51,701.51,701.51,,NEPSE_index,2009-05-25
,,,,,Sensitive_index,2009-05-25
