open,high,low,close,volume,symbol,date
82.55,82.55,82.55,82.55,,Sen.%20Float_index,2016-04-03
1246.97,1246.97,1246.97,1246.97,,Banking_index,2016-04-03
6019.63,6019.63,6019.63,6019.63,,Insurance_index,2016-04-03
811.8,811.8,811.8,811.8,,Others_index,2016-04-03
291.46,291.46,291.46,291.46,,Sensitive_index,2016-04-03
687.42,687.42,687.42,687.42,,Finance_index,2016-04-03
1351.54,1351.54,1351.54,1351.54,,NEPSE_index,2016-04-03
1340.49,1340.49,1340.49,1340.49,,Development%20Bank_index,2016-04-03
201.38,201.38,201.38,201.38,,Trading_index,2016-04-03
97.35,97.35,97.35,97.35,,Float_index,2016-04-03
2310.7,2310.7,2310.7,2310.7,,HydroPower_index,2016-04-03
1818.81,1818.81,1818.81,1818.81,,Hotels%20and%20Tourism_index,2016-04-03
