open,high,low,close,volume,symbol,date
789.26,789.26,789.26,789.26,,HydroPower_index,2010-07-25
,,,,,Sensitive_index,2010-07-25
437.48,437.48,437.48,437.48,,Banking_index,2010-07-25
546.35,546.35,546.35,546.35,,Others_index,2010-07-25
276.94,276.94,276.94,276.94,,Trading_index,2010-07-25
473.76,473.76,473.76,473.76,,Development%20Bank_index,2010-07-25
532.97,532.97,532.97,532.97,,Insurance_index,2010-07-25
463.94,463.94,463.94,463.94,,NEPSE_index,2010-07-25
400.64,400.64,400.64,400.64,,Hotels%20and%20Tourism_index,2010-07-25
394.89,394.89,394.89,394.89,,Finance_index,2010-07-25
