open,high,low,close,volume,symbol,date
605.18,605.18,605.18,605.18,,Banking_index,2009-02-04
650.15,650.15,650.15,650.15,,Insurance_index,2009-02-04
853.58,853.58,853.58,853.58,,Finance_index,2009-02-04
646.19,646.19,646.19,646.19,,Others_index,2009-02-04
,,,,,Sensitive_index,2009-02-04
816.4,816.4,816.4,816.4,,HydroPower_index,2009-02-04
213.99,213.99,213.99,213.99,,Trading_index,2009-02-04
366.8,366.8,366.8,366.8,,Hotels%20and%20Tourism_index,2009-02-04
641.64,641.64,641.64,641.64,,NEPSE_index,2009-02-04
951.42,951.42,951.42,951.42,,Development%20Bank_index,2009-02-04
