open,high,low,close,volume,symbol,date
1779.06,1791.07,1736.73,1734.93,77496252.7,Others_index,2021-09-26
5282.05,5381.78,5095.88,5097.22,731898890.8,Development%20Bank_index,2021-09-26
1992.73,2008.51,1947.25,1949.83,1936534558.0,Banking_index,2021-09-26
2836.36,2846.2946,2756.3294,2758.48,6499087398.43,NEPSE_index,2021-09-26
3302.81,3327.15,3210.39,3213.84,22595150.9,Hotels%20and%20Tourism_index,2021-09-26
15.2,15.42,15.18,15.25,48239158.83,Mutual%20Fund_index,2021-09-26
3138.94,3148.32,3040.21,3040.21,20412704.6,Trading_index,2021-09-26
12502.75,12539.56,12148.05,12145.99,192625261.2,Non%20Life%20Insurance_index,2021-09-26
5277.41,5288.39,5150.45,5155.75,408572497.8,Microfinance_index,2021-09-26
199.84,200.7851,194.0333,194.21,6089496639.1,Float_index,2021-09-26
96.22,96.39,92.51,92.55,165141652.5,Investment_index,2021-09-26
15707.72,15753.01,15217.07,15315.89,278700702.3,Life%20Insurance_index,2021-09-26
3143.09,3143.69,2998.64,3003.51,1708061545.2,HydroPower_index,2021-09-26
2649.08,2659.85,2495.17,2494.97,465506466.2,Finance_index,2021-09-26
181.22,182.0954,175.7677,175.86,4800384766.2,Sen.%20Float_index,2021-09-26
534.43,536.1953,519.057,519.37,6579596399.7,Sensitive_index,2021-09-26
