open,high,low,close,volume,symbol,date
1034.06,1034.06,1034.06,1034.06,,HydroPower_index,2013-01-13
173.28,173.28,173.28,173.28,,Trading_index,2013-01-13
255.66,255.66,255.66,255.66,,Development%20Bank_index,2013-01-13
514.73,514.73,514.73,514.73,,Banking_index,2013-01-13
634.86,634.86,634.86,634.86,,Hotels%20and%20Tourism_index,2013-01-13
529.69,529.69,529.69,529.69,,NEPSE_index,2013-01-13
,,,,,Sensitive_index,2013-01-13
261.72,261.72,261.72,261.72,,Finance_index,2013-01-13
816.86,816.86,816.86,816.86,,Insurance_index,2013-01-13
781.27,781.27,781.27,781.27,,Others_index,2013-01-13
