open,high,low,close,volume,symbol,date
270.81,270.81,270.81,270.81,,Development%20Bank_index,2012-05-14
,,,,,Sensitive_index,2012-05-14
437.31,437.31,437.31,437.31,,Hotels%20and%20Tourism_index,2012-05-14
477.47,477.47,477.47,477.47,,Insurance_index,2012-05-14
611.56,611.56,611.56,611.56,,HydroPower_index,2012-05-14
270.85,270.85,270.85,270.85,,Finance_index,2012-05-14
545.17,545.17,545.17,545.17,,Others_index,2012-05-14
373.19,373.19,373.19,373.19,,NEPSE_index,2012-05-14
341.21,341.21,341.21,341.21,,Banking_index,2012-05-14
189.18,189.18,189.18,189.18,,Trading_index,2012-05-14
