open,high,low,close,volume,symbol,date
715.174,724.519,715.174,720.03,8835430.0,Others_index,2018-12-16
5083.13,5254.0,5076.21,5254.0,48099400.0,Non%20Life%20Insurance_index,2018-12-16
1020.52,1039.95,1020.52,1037.56,273154000.0,Banking_index,2018-12-16
5141.2,5287.22,5141.2,5278.5,20695400.0,Life%20Insurance_index,2018-12-16
77.0181,78.4688,77.0181,78.35,424575000.0,Sen.%20Float_index,2018-12-16
1149.23,1168.65,1149.23,1167.67,437037000.0,NEPSE_index,2018-12-16
1443.4,1459.43,1443.4,1452.3,100719000.0,Development%20Bank_index,2018-12-16
1210.59,1216.07,1204.17,1204.17,13176900.0,HydroPower_index,2018-12-16
598.158,601.049,597.445,601.05,36565600.0,Finance_index,2018-12-16
1269.12,1306.24,1269.12,1306.24,76609200.0,Microfinance_index,2018-12-16
244.805,249.1,244.805,248.67,424747000.0,Sensitive_index,2018-12-16
1723.8,1747.67,1713.37,1747.67,1306580.0,Hotels%20and%20Tourism_index,2018-12-16
83.6007,85.1373,83.6007,85.06,437037000.0,Float_index,2018-12-16
