open,high,low,close,volume,symbol,date
57.15,57.15,57.15,57.15,,Sen.%20Float_index,2015-02-09
209.25,209.25,209.25,209.25,,Sensitive_index,2015-02-09
68.67,68.67,68.67,68.67,,Float_index,2015-02-09
4150.09,4150.09,4150.09,4150.09,,Insurance_index,2015-02-09
804.45,804.45,804.45,804.45,,Development%20Bank_index,2015-02-09
736.62,736.62,736.62,736.62,,Others_index,2015-02-09
980.7,980.7,980.7,980.7,,NEPSE_index,2015-02-09
2041.35,2041.35,2041.35,2041.35,,Hotels%20and%20Tourism_index,2015-02-09
526.11,526.11,526.11,526.11,,Finance_index,2015-02-09
2334.25,2334.25,2334.25,2334.25,,HydroPower_index,2015-02-09
866.74,866.74,866.74,866.74,,Banking_index,2015-02-09
183.05,183.05,183.05,183.05,,Trading_index,2015-02-09
