open,high,low,close,volume,symbol,date
600.847,600.946,596.008,596.21,53807700.0,Finance_index,2018-11-25
1830.16,1835.2,1803.51,1803.51,13088500.0,Hotels%20and%20Tourism_index,2018-11-25
1181.96,1182.44,1166.01,1166.63,244221000.0,NEPSE_index,2018-11-25
85.7977,85.8333,84.7319,84.78,244221000.0,Float_index,2018-11-25
251.209,251.324,247.898,248.02,230303000.0,Sensitive_index,2018-11-25
1035.72,1036.31,1021.92,1022.54,138097000.0,Banking_index,2018-11-25
78.8946,78.9269,77.8965,77.94,229811000.0,Sen.%20Float_index,2018-11-25
5488.04,5488.04,5385.39,5386.87,27493100.0,Non%20Life%20Insurance_index,2018-11-25
739.02,739.02,727.974,730.82,5174870.0,Others_index,2018-11-25
5314.04,5315.15,5270.87,5272.95,11067700.0,Life%20Insurance_index,2018-11-25
1394.37,1395.17,1369.87,1369.88,21793900.0,Microfinance_index,2018-11-25
1468.72,1473.83,1459.3,1459.68,49131000.0,Development%20Bank_index,2018-11-25
1218.06,1228.88,1193.18,1195.04,12390000.0,HydroPower_index,2018-11-25
