open,high,low,close,volume,symbol,date
539.21,539.21,539.21,539.21,,NEPSE_index,2009-12-17
562.51,562.51,562.51,562.51,,Finance_index,2009-12-17
793.13,793.13,793.13,793.13,,HydroPower_index,2009-12-17
513.49,513.49,513.49,513.49,,Banking_index,2009-12-17
572.37,572.37,572.37,572.37,,Insurance_index,2009-12-17
587.46,587.46,587.46,587.46,,Others_index,2009-12-17
,,,,,Sensitive_index,2009-12-17
265.75,265.75,265.75,265.75,,Trading_index,2009-12-17
586.89,586.89,586.89,586.89,,Development%20Bank_index,2009-12-17
366.49,366.49,366.49,366.49,,Hotels%20and%20Tourism_index,2009-12-17
