timestamp,open,high,low,close,volume,symbol,date_unix,date
1779148800.0,1446.44,1455.62,1441.0,1445.6,288904545.0,Banking_index,1779148800.0,2026-05-19
1779148800.0,5796.51,5864.23,5787.75,5864.23,181352322.0,Development%20Bank_index,1779148800.0,2026-05-19
1779148800.0,2342.1,2369.69,2342.09,2356.5,54360007.0,Finance_index,1779148800.0,2026-05-19
1779148800.0,4752.11,4780.25,4748.51,4771.63,116243558.0,Microfinance_index,1779148800.0,2026-05-19
1779148800.0,7747.77,7747.77,7691.12,7733.2,310290862.0,Hotels%20and%20Tourism_index,1779148800.0,2026-05-19
1779148800.0,3805.38,3825.28,3800.37,3807.99,1286031318.0,HydroPower_index,1779148800.0,2026-05-19
1779148800.0,12390.89,12427.63,12352.57,12365.5,61554486.0,Life%20Insurance_index,1779148800.0,2026-05-19
1779148800.0,10745.52,10759.24,10655.93,10759.24,26871149.0,Non%20Life%20Insurance_index,1779148800.0,2026-05-19
1779148800.0,1985.79,1990.4,1978.39,1980.85,111080034.0,Others_index,1779148800.0,2026-05-19
1779148800.0,101.84,102.02,101.21,101.61,114681231.0,Investment_index,1779148800.0,2026-05-19
1779148800.0,2726.71,2734.59,2719.33,2724.39,3087730962.0,NEPSE_index,1779148800.0,2026-05-19
1779148800.0,185.05,185.67,184.65,185.13,0.0,Float_index,1779148800.0,2026-05-19
1779148800.0,3773.97,3797.31,3713.44,3727.04,6031774.0,Trading_index,1779148800.0,2026-05-19
1779148800.0,21.72,21.73,21.56,21.66,0.0,Mutual%20Fund_index,1779148800.0,2026-05-19
1779148800.0,157.57,158.11,157.06,157.48,0.0,Sen.%20Float_index,1779148800.0,2026-05-19
1779148800.0,467.84,469.63,466.49,467.37,0.0,Sensitive_index,1779148800.0,2026-05-19
